feature,counts,RF Feature Importance,RFE RF Score,RF Permutation Importance,Ridge Permutation Importance,RFE Ridge Score
% Students Tested Reading - Grade 4 2018-2019,2,0.010203895937819863,1.0,-0.006896551724137922,-0.0039408866995073845,0.0
% Title I Eligible School 2018-2019,2,0.00419697528874851,0.0,0.0019704433497536923,0.0009852216748768461,0.0
% HH 1 Male 10,2,0.008354047634216322,0.0,-0.002955665024630538,0.014778325123152691,0.0
% Title I Eligible School 2020-2021,1,0.0036438928467282996,0.0,-0.0009852216748768461,-0.0049261083743842304,0.0
% County Deaths 09/28/20,1,0.007579592622796418,0.0,-0.0019704433497536923,-0.0029556650246305603,0.0
% County Infected 01/29/21,1,0.007040809567735423,0.0,0.0,0.0019704433497536923,0.0
Avg Family Size 10,1,0.006615469612601058,1.0,-0.0039408866995073845,0.0,0.0
% HH Married-Child 10,1,0.0062357489793810825,0.0,-0.005911330049261076,-0.003940886699507406,0.0
% Male Pop 10,1,0.008062545613439673,0.0,-0.007881773399014769,0.0049261083743842304,0.0
% Female Pop 10,1,0.006642919933622109,0.0,-0.002955665024630538,0.0049261083743842304,0.0
