feature,counts,RF Feature Importance,RFE RF Score,RF Permutation Importance,Ridge Permutation Importance,RFE Ridge Score
% Prek 2020-2021,3,0.008360800733913916,1.0,0.0,-0.0039408866995073845,0.0
% County Deaths 01/29/21,3,0.006773473421411927,1.0,-0.0019704433497536923,0.0,0.0
% Title I Eligible School 2020-2021,3,0.0028496789011147835,0.0,0.0009852216748768461,-0.005911330049261076,0.0
% County Deaths 07/28/2021,3,0.005171978194006227,0.0,0.0009852216748768461,-0.0049261083743842304,0.0
13-City: Small,3,5.076621495239529e-05,0.0,0.0,0.0049261083743842304,0.0
21-Suburb: Large,3,0.00034455691645558724,0.0,0.0,0.0009852216748768461,0.0
22-Suburb: Mid-size,3,3.8826624263093046e-05,0.0,0.0,-0.0009852216748768461,0.0
23-Suburb: Small,3,0.0,0.0,0.0,0.0,0.0
31-Town: Fringe,3,0.0005772353327113109,0.0,-0.0009852216748768461,-0.0039408866995073845,0.0
% Asian Pop 10,3,0.0055241902812024,1.0,0.009852216748768461,-0.002955665024630538,0.0
% County Infected 07/28/2021,3,0.006349446902240915,1.0,-0.007881773399014769,-0.0039408866995073845,0.0
% K 2021-2022,3,0.00866241812532606,0.0,0.0049261083743842304,0.0,0.0
Low Median Household Income (Less than $45000),3,0.0002724242928364228,0.0,-0.0019704433497536923,0.021674876847290615,0.0
Median Age Female 10,3,0.005047438980068158,0.0,0.002955665024630538,-0.002955665024630538,0.0
Mid Median Household Income (Between $45000 & $70000),3,0.00033810019651000963,0.0,0.0039408866995073845,-0.0039408866995073845,0.0
Total Staff 2018-2019,3,0.008619000991375228,1.0,0.0039408866995073845,-0.0039408866995073845,0.0
% ADA 2018-2019,3,0.008173340289532675,0.0,0.006896551724137922,-0.0039408866995073845,0.0
% Title I Eligible School 2018-2019,3,0.0033165575831860215,0.0,0.0039408866995073845,-0.008866995073891614,0.0
12-City: Mid-size,3,0.00025704904146181036,0.0,0.0,0.005911330049261076,0.0
% School-wide Title I 2018-2019,3,0.002757719875472524,0.0,-0.0019704433497536923,0.007881773399014769,0.0
% County Infected 10/30/20,3,0.005762336160203565,0.0,0.0049261083743842304,0.0,0.0
% Grades 1-8 2020-2021,3,0.007758593640228215,1.0,-0.006896551724137922,-0.016748768472906385,0.0
% Free or Reduced Lunch 2021-2022,3,0.009592267660282395,1.0,-0.008866995073891614,-0.0039408866995073845,0.0
% HH Married-noChild 10,3,0.007219447977773147,1.0,-0.010837438423645308,-0.008866995073891614,0.0
% Students Tested Math - Grade 6 2018-2019,3,0.007128744962384606,1.0,-0.0049261083743842304,-0.010837438423645308,0.0
% Students Tested Math - Grade 3 2021-2022,3,0.009034846505088437,1.0,0.0,-0.006896551724137922,0.0
% Students Tested Math - Grade 4 2020-2021,3,0.01582064870239804,1.0,0.002955665024630538,-0.008866995073891614,0.0
% HH 1 Male 10,3,0.003547245096065188,0.0,0.0009852216748768461,-0.008866995073891614,0.0
% Male Pop 10,2,0.005035989594101134,0.0,0.0039408866995073845,-0.005911330049261076,0.0
Median Age 10,2,0.004640802180301457,0.0,0.0,-0.0019704433497536923,0.0
% HH Male-Child 10,2,0.005532031692990792,0.0,-0.0049261083743842304,0.0,0.0
High Median Household Income (More than $70000),2,0.00021208719082503244,0.0,0.0,0.0,0.0
Median Age Male 10,2,0.0046245893215997045,0.0,-0.006896551724137922,-0.010837438423645308,0.0
% School-wide Title I 2021-2022,2,0.0017897084277235125,0.0,0.0,-0.0019704433497536923,0.0
Per Capita Income,2,0.0053673250842073625,0.0,-0.0019704433497536923,-0.006896551724137922,0.0
% School-wide Title I 2020-2021,2,0.002229549329636806,0.0,-0.0039408866995073845,-0.006896551724137922,0.0
% Age 25-34 Pop 10,2,0.0041051477480041065,0.0,-0.0009852216748768461,-0.006896551724137922,0.0
Total Staff 2021-2022,2,0.007104842581594276,0.0,0.002955665024630538,-0.027586206896551713,0.0
% Age 20-24 Pop 10,2,0.005964091292580629,0.0,-0.0019704433497536923,-0.005911330049261076,0.0
% Hispanic Pop 10,2,0.008780338617760687,0.0,-0.006896551724137922,-0.018719211822660075,0.0
% Age 75-84 Pop 10,2,0.005598195117944771,0.0,-0.0009852216748768461,0.0019704433497536923,0.0
% County Deaths 10/30/2022,2,0.004985070603768382,0.0,-0.0019704433497536923,-0.0049261083743842304,0.0
% of Population in Poverty,2,0.005255998569722644,0.0,-0.006896551724137922,-0.0039408866995073845,0.0
% Housing Renter Occup 10,2,0.006087855076753277,0.0,-0.0049261083743842304,0.0019704433497536923,0.0
% Black Pop 10,2,0.004354233406134807,0.0,0.0009852216748768461,-0.012807881773399,0.0
% Students Tested Math - Grade 8 2021-2022,2,0.007044842954796696,1.0,-0.011822660098522153,-0.012807881773399,0.0
% Grades 1-8 2018-2019,2,0.009641073272873528,1.0,-0.0039408866995073845,-0.010837438423645308,0.0
% Title I Eligible School 2021-2022,2,0.00257178767094684,0.0,-0.0009852216748768461,-0.015763546798029538,0.0
% White Pop 10,2,0.004376380014524329,0.0,0.0019704433497536923,-0.013793103448275845,0.0
% Asian or Asian/Pacific Islander Students 2020-2021,2,0.0051318813729344034,0.0,0.0019704433497536923,-0.006896551724137922,0.0
% County Infected 10/30/2022,2,0.005643516996783369,0.0,0.007881773399014769,-0.0049261083743842304,0.0
% County Deaths 07/29/2022,2,0.006241834359080591,0.0,-0.0019704433497536923,-0.0039408866995073845,0.0
% K 2018-2019,1,0.008232845718660882,0.0,-0.0019704433497536923,-0.0039408866995073845,0.0
% Students Tested Math - Grade 7 2018-2019,1,0.007238619588018565,0.0,-0.0019704433497536923,-0.011822660098522153,0.0
% Age 15-19 Pop 10,1,0.004935486895633187,0.0,0.0,-0.008866995073891614,0.0
% County Infected 01/29/2022,1,0.005437817608048768,0.0,0.006896551724137922,-0.012807881773399,0.0
% County Infected 01/29/21,1,0.005610904268063902,0.0,0.005911330049261076,-0.009852216748768461,0.0
11-City: Large,1,0.0,0.0,0.0,-0.0009852216748768461,0.0
% HH 1 Female 10,1,0.004918413387411353,0.0,-0.007881773399014769,-0.007881773399014769,0.0
% Female Pop 10,1,0.004112375784852109,0.0,-0.0049261083743842304,-0.005911330049261076,0.0
% County Deaths 01/29/2022,1,0.005587355609016089,0.0,-0.0019704433497536923,-0.005911330049261076,0.0
% Age 45-54 Pop 10,1,0.004324284827853763,0.0,-0.009852216748768461,-0.0049261083743842304,0.0
% Age 5-9 Pop 10,1,0.004906604190861906,0.0,-0.002955665024630538,-0.011822660098522153,0.0
Avg Household Size 10,1,0.005353933870591875,0.0,-0.008866995073891614,-0.015763546798029538,0.0
% County Infected 09/28/20,1,0.0039001951527802762,0.0,0.007881773399014769,-0.010837438423645308,0.0
