model,n Selected,type,Counts,Method,Train Accuracy,Test Accuracy,MCC,F1,features
Lasso,84,by methods,n/a,Permutation Importance - Random Forest,0.6111111111111112,0.6009852216748769,0.3014502435322349,0.5356408542973538,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Male Pop 10', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH 1 Male 10', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 45-54 Pop 10', '% ADA 2018-2019', 'Total Staff 2018-2019', '% White Students 2018-2019', '% Housing Renter Occup 10', '% Hispanic Students 2021-2022', '% HH Married-Child 10', '% HH Male-Child 10', '% HH 1 Female 10', '% Female Pop 10', '% County Deaths 10/30/2022', '% County Deaths 01/29/2022', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 20-24 Pop 10', '% Age 0-4 Pop 10', 'Avg Household Size 10', '43-Rural: Remote', '% Title I Eligible School 2018-2019', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% Age 10-14 Pop 10', '% Title I Eligible School 2020-2021', '% School-wide Title I 2020-2021', '% County Infected 01/29/2022']"
Lasso,54,by methods,n/a,Permutation Importance - Ridge,0.591358024691358,0.5862068965517241,0.27327171492680646,0.5001847879887807,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'CRRSA ESSER II 21 NORM', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% Students Tested Reading - Grade 5 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% Free or Reduced Lunch 2020-2021', 'Median Age 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 5 2021-2022', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% HH Female-Child 10', '% Grades 1-8 2020-2021', '% Free or Reduced Lunch 2021-2022', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% Black or African American Students 2018-2019', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', 'Median Age Male 10', '42-Rural: Distant', '11-City: Large', '% of Population in Poverty', '% Hispanic Students 2018-2019', '% Female Pop 10', '% Age 35-44 Pop 10', '% Age 0-4 Pop 10', '% ADA 2021-2022', '33-Town: Remote', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% County Infected 10/30/2022', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Title I Eligible School 2021-2022', '% Black Pop 10']"
Lasso,93,by methods,n/a,RFE - Random Forest,0.6234567901234568,0.5862068965517241,0.2699384568135317,0.5197736081336612,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Avg Family Size 10', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10', 'Total Staff 2018-2019', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH Married-Child 10', '% HH 1 Female 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 09/28/20', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% ADA 2021-2022', 'Avg Household Size 10', '% Students Tested Reading - Grade 3 2020-2021', '% Age 25-34 Pop 10']"
Lasso,69,by methods,n/a,SFS - KNN,0.5901234567901235,0.5862068965517241,0.271955640030707,0.4988374538599426,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% Grades 1-8 2021-2022', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2020-2021', '% Prek 2020-2021', '% K 2021-2022', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Female-Child 10', '% Grades 1-8 2020-2021', '% Free or Reduced Lunch 2018-2019', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '# of Households 10', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% of Population in Poverty', '% White Students 2020-2021', '% Housing Renter Occup 10', '% HH Married-Child 10', '% HH Male-Child 10', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 20-24 Pop 10', '13-City: Small', '% Title I Eligible School 2018-2019', '% Age 10-14 Pop 10']"
Lasso,69,by methods,n/a,SFS - Ridge,0.6061728395061728,0.5812807881773399,0.2625326811246762,0.5016477854999299,"['% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', '22-Suburb: Mid-size', '% Students Tested Reading - Grade 8 2021-2022', '% Male Pop 10', '% K 2020-2021', '% HH Married-noChild 10', '% Grades 1-8 2018-2019', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '# of Households 10', 'Median Age Male 10', '42-Rural: Distant', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '% HH Male-Child 10', '% Female Pop 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 09/28/20', '% County Deaths 01/29/2022', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 0-4 Pop 10', 'Median Age Female 10', '13-City: Small', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Age 25-34 Pop 10', '% Age 55-64 Pop 10']"
Lasso,6,by methods,n/a,RFE - Ridge,0.5234567901234568,0.5123152709359606,-0.025554324013771276,0.3617250114129476,"['% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '% Asian or Asian/Pacific Islander Students 2018-2019', '% County Deaths 10/30/2022', '% County Deaths 01/29/2022']"
Ridge,137,by counts,1,,0.6592592592592592,0.5517241379310345,0.21981214453814338,0.5336687255625754,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10', 'Total Staff 2018-2019', 'Median Age Male 10', '42-Rural: Distant', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% of Population in Poverty', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Housing Renter Occup 10', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH Married-Child 10', '% HH Male-Child 10', '% HH 1 Female 10', '% Female Pop 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 10/30/2022', '% County Deaths 09/28/20', '% County Deaths 01/29/2022', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 20-24 Pop 10', '% Age 0-4 Pop 10', '% ADA 2021-2022', 'Median Age Female 10', 'Avg Household Size 10', '43-Rural: Remote', '33-Town: Remote', '13-City: Small', '% Title I Eligible School 2018-2019', '% Students Tested Reading - Grade 3 2020-2021', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% County Infected 10/30/2022', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Age 25-34 Pop 10', '% Age 10-14 Pop 10', '% Title I Eligible School 2021-2022', '% Title I Eligible School 2020-2021', '% School-wide Title I 2021-2022', '% School-wide Title I 2020-2021', '% County Infected 01/29/2022', '% Black Pop 10', '% Age 55-64 Pop 10']"
Ridge,130,by counts,2,,0.6432098765432098,0.5467980295566502,0.21342844261137153,0.5304758762109034,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10', 'Total Staff 2018-2019', 'Median Age Male 10', '42-Rural: Distant', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% of Population in Poverty', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Housing Renter Occup 10', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH Married-Child 10', '% HH Male-Child 10', '% HH 1 Female 10', '% Female Pop 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 10/30/2022', '% County Deaths 09/28/20', '% County Deaths 01/29/2022', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 20-24 Pop 10', '% Age 0-4 Pop 10', '% ADA 2021-2022', 'Median Age Female 10', 'Avg Household Size 10', '43-Rural: Remote', '33-Town: Remote', '13-City: Small', '% Title I Eligible School 2018-2019', '% Students Tested Reading - Grade 3 2020-2021', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% County Infected 10/30/2022', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Age 25-34 Pop 10', '% Age 10-14 Pop 10']"
Ridge,115,by counts,3,,0.6493827160493827,0.5467980295566502,0.21238008015602014,0.5274186897129578,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10', 'Total Staff 2018-2019', 'Median Age Male 10', '42-Rural: Distant', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% of Population in Poverty', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Housing Renter Occup 10', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH Married-Child 10', '% HH Male-Child 10', '% HH 1 Female 10', '% Female Pop 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 10/30/2022', '% County Deaths 09/28/20', '% County Deaths 01/29/2022', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 20-24 Pop 10', '% Age 0-4 Pop 10', '% ADA 2021-2022']"
Ridge,82,by counts,4,,0.6345679012345679,0.5517241379310345,0.20648808654782855,0.515341091064375,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10']"
Ridge,39,by counts,5,,0.5975308641975309,0.5517241379310345,0.19620129286109753,0.48555152670836776,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021']"
