feature,counts,RF Feature Importance,RFE RF Score,RF Permutation Importance,Ridge Permutation Importance,RFE Ridge Score
% HH Married-noChild 10,4,0.006511292581701747,1.0,-0.0009852216748768238,0.0019704433497536923,0.0
% County Infected 10/30/20,4,0.005583235949655271,0.0,4.4408920985006264e-17,0.006896551724137922,0.0
% ADA 2021-2022,4,0.0073678552142172555,1.0,0.0019704433497537365,-0.0039408866995073845,0.0
Total Staff 2020-2021,4,0.009566635838876724,1.0,-0.011822660098522153,0.03645320197044331,0.0
% Hispanic Students 2020-2021,4,0.011551755066746945,1.0,-0.007881773399014769,0.011822660098522153,0.0
% Grades 9-12 2021-2022,4,0.009902124173605871,1.0,0.0009852216748769127,-0.0009852216748768461,0.0
Per Capita Income,4,0.0057612911636503615,1.0,-0.006896551724137922,0.0019704433497536923,0.0
% County Deaths 10/30/2022,4,0.004904431040391624,1.0,-0.007881773399014769,0.006896551724137922,0.0
Median Age Female 10,4,0.004123308959388152,0.0,0.0009852216748768906,0.008866995073891614,0.0
22-Suburb: Mid-size,3,0.00014862193932111748,0.0,0.0,-0.0009852216748768461,0.0
21-Suburb: Large,3,7.112065690361733e-05,0.0,0.0,0.0049261083743842304,0.0
33-Town: Remote,3,0.0005178674410518734,0.0,0.0,-0.0019704433497536923,0.0
13-City: Small,3,0.0001235449757359481,0.0,0.0,0.005911330049261076,0.0
12-City: Mid-size,3,0.0003216012056097828,0.0,0.0,0.005911330049261076,0.0
% ADA 2018-2019,3,0.0069193050249028954,1.0,-0.005911330049261055,0.014778325123152691,0.0
23-Suburb: Small,3,7.223626901255025e-05,0.0,0.0,0.0,0.0
Median Age 10,3,0.0038709459874954203,0.0,-0.007881773399014769,0.012807881773399,0.0
% Age 0-4 Pop 10,3,0.005713605570223247,1.0,0.0009852216748768682,0.0049261083743842304,0.0
% Age 10-14 Pop 10,3,0.006218792523932334,0.0,-0.017733990147783228,0.014778325123152691,0.0
% Age 15-19 Pop 10,3,0.005212248054508151,0.0,-0.003940886699507362,0.005911330049261076,0.0
43-Rural: Remote,3,0.000607721165075761,0.0,-0.007881773399014769,0.014778325123152691,0.0
Total Staff 2021-2022,3,0.007304641847974839,1.0,-0.006896551724137922,-0.005911330049261076,0.0
% Age 5-9 Pop 10,3,0.004225506367094041,0.0,0.0009852216748768906,0.009852216748768461,0.0
Avg Family Size 10,3,0.005859649742064093,1.0,-0.0009852216748768017,0.017733990147783228,0.0
Avg Household Size 10,3,0.006510521215417955,0.0,-0.003940886699507362,0.0049261083743842304,0.0
Mid Average Annual Pay (Between $45000 & $70000),3,0.0008118061017210122,0.0,0.0,0.0039408866995073845,0.0
% Age 55-64 Pop 10,3,0.006330669046988556,1.0,-0.0019704433497536476,0.007881773399014769,0.0
% Age 25-34 Pop 10,3,0.004731383671828864,0.0,-0.002955665024630538,0.005911330049261076,0.0
Median Age Male 10,3,0.005554908068912793,0.0,-0.012807881773399,0.005911330049261076,0.0
% Female Pop 10,3,0.004611934437958937,0.0,0.0009852216748768906,0.002955665024630538,0.0
% Asian Pop 10,3,0.00592542225003414,1.0,-0.0049261083743842304,0.016748768472906385,0.0
Total Teachers 2021-2022,3,0.011857858855820141,1.0,-0.011822660098522153,0.0,0.0
% Students Tested Math - Grade 4 2021-2022,3,0.009838970934788041,1.0,-0.007881773399014769,0.005911330049261076,0.0
% HH Male-Child 10,3,0.005559610778613506,0.0,-0.0049261083743842304,0.023645320197044305,0.0
% K 2018-2019,3,0.0073462674606689865,1.0,-0.016748768472906385,0.0009852216748768461,0.0
% County Infected 09/28/20,3,0.004750729796895708,1.0,0.003940886699507473,0.008866995073891614,0.0
% Male Pop 10,3,0.004217687681092074,0.0,2.2204460492503132e-17,0.002955665024630538,0.0
% County Deaths 01/29/21,3,0.005315576509159952,1.0,-0.0009852216748768461,0.0049261083743842304,0.0
% School-wide Title I 2018-2019,3,0.0025951481755651976,0.0,0.0,0.023645320197044305,0.0
% School-wide Title I 2021-2022,3,0.0023262527039414867,0.0,0.0,0.010837438423645308,0.0
% County Infected 07/28/2021,3,0.005801821832187157,1.0,-0.0019704433497536923,0.016748768472906385,0.0
% Students Tested Math - Grade 4 2018-2019,3,0.007668101720135198,1.0,-0.014778325123152691,-0.002955665024630538,0.0
% County Deaths 01/29/2022,3,0.004687973251078642,0.0,0.0009852216748769127,0.008866995073891614,0.0
% County Infected 01/29/21,3,0.006012260971729227,1.0,0.002955665024630605,0.0039408866995073845,0.0
% Grades 1-8 2020-2021,3,0.008040307673617793,1.0,-0.0019704433497536476,-0.007881773399014769,0.0
% Students Tested Math - Grade 8 2020-2021,3,0.008759044703971727,1.0,-0.0009852216748768017,-0.0039408866995073845,0.0
% Students Tested Math - Grade 8 2021-2022,3,0.009171375038355007,1.0,-0.006896551724137922,0.0039408866995073845,0.0
% Title I Eligible School 2018-2019,3,0.003213902444536879,0.0,-0.0019704433497536923,0.0009852216748768461,0.0
% Asian or Asian/Pacific Islander Students 2020-2021,3,0.006032996657622296,0.0,0.010837438423645419,0.0039408866995073845,0.0
% Title I Eligible School 2020-2021,3,0.0024118573277959908,0.0,0.0,0.0039408866995073845,0.0
% Title I Eligible School 2021-2022,3,0.0029182291452613195,0.0,-0.006896551724137922,0.0009852216748768461,0.0
% White Pop 10,3,0.004989959012327225,0.0,0.002955665024630605,-0.002955665024630538,0.0
% Housing Vacant 10,2,0.005421312212671452,0.0,0.003940886699507451,0.009852216748768461,0.0
Total Staff 2018-2019,2,0.008951022030862074,1.0,-0.015763546798029538,-0.002955665024630538,0.0
11-City: Large,2,9.019442053456778e-05,0.0,0.0,-0.0009852216748768461,0.0
% Housing Renter Occup 10,2,0.0050380843808389255,0.0,-0.015763546798029538,0.023645320197044305,0.0
% Black Pop 10,2,0.004448217340694483,0.0,-0.0039408866995073845,0.009852216748768461,0.0
High Average Annual Pay (More than $70000),2,0.0,0.0,0.0,0.002955665024630538,0.0
% Age 75-84 Pop 10,2,0.004838351668117216,0.0,0.003940886699507473,0.013793103448275845,0.0
% County Infected 10/30/2022,2,0.0058836628751433,0.0,-0.011822660098522153,0.006896551724137922,0.0
% HH 1 Male 10,2,0.00431169288040787,0.0,-0.009852216748768461,0.008866995073891614,0.0
% Age 65-74 Pop 10,1,0.0035468241226764468,0.0,-0.0009852216748768238,0.009852216748768461,0.0
% County Infected 01/29/2022,1,0.005416270007789308,0.0,-0.006896551724137922,0.0039408866995073845,0.0
% County Deaths 10/30/20,1,0.00417573094136707,0.0,-0.0009852216748768461,0.017733990147783228,0.0
% County Deaths 09/28/20,1,0.005861773844113396,0.0,-0.0049261083743842304,0.005911330049261076,0.0
% Age 85-Up Pop 10,1,0.005894990071096527,1.0,-0.0009852216748768238,0.0,0.0
32-Town: Distant,1,0.0008735249820022032,0.0,-0.0009852216748768461,-0.007881773399014769,0.0
% Age 35-44 Pop 10,1,0.005575485755745384,1.0,-0.006896551724137922,-0.0009852216748768461,0.0
