feature,Lasso,Lasso,Lasso,Ridge,Ridge,Ridge,ElasticNet,ElasticNet,ElasticNet
% Female Pop 10,0.0,0.0,0.0,0.09300427702957156,-0.068981147584018,0.03829947474929389,0.0,-0.00284139176665642,0.003025678583601437
% Free Lunch 2018-2019,0.3430903427456238,0.0,0.0,0.23025331826182482,-0.10896376284283057,-0.11358966144502769,0.25715035678353276,-0.0058853964722810626,-0.0534207192654713
% Free Lunch 2020-2021,0.04572791352162864,0.0,-0.07617726922143282,0.26024843271444714,0.04332256420091773,-0.23931900376372783,0.17976092460029083,0.0,-0.17794674212919848
% Grades 1-8 2018-2019,-0.13523150640092274,0.0,0.0,-0.07935472194690263,-0.01731739901205715,0.08501788133257675,-0.11840741421137348,0.0,0.010778536394091607
% Grades 1-8 2020-2021,0.0,0.0,0.0,-0.07419195670715534,0.035858664291737403,0.04882693191448031,0.0,0.0,0.029020863989961645
% Grades 9-12 2018-2019,0.0,0.0,0.0,-0.08242487134903181,0.014699366866402047,0.0750045760288402,0.0,0.0,0.0
% Grades 9-12 2020-2021,0.0,0.0,0.0,0.151095029707067,-0.07444816528590409,-0.03181746858868497,0.07770307196113185,-0.03060056955141587,0.0
% HH 1 Female 10,0.0,0.0,0.0,-0.012260213742936414,-0.08733675202266027,0.15776900555840218,0.0,0.0,0.0
% HH 1 Male 10,0.0,0.0,0.0,-0.2414516962188441,-0.041536996540732805,0.20268035610546142,-0.010488466863731956,0.0,0.008973343285441969
% HH Female-Child 10,0.0,0.0,0.0,-0.08300555670320102,0.08502906857342254,-0.09992394239630675,0.0,0.0,-0.008733569681293211
% HH Male-Child 10,0.0,0.0,0.0,-0.061077794915154526,0.13323614913303852,-0.0795035010727642,-0.03930575444668366,0.07919960820147881,0.0
% HH Married-Child 10,0.0,0.0,0.0,0.022598038733475868,-0.017813227696216318,0.04274046229610874,0.0,0.0,0.0
% HH Married-noChild 10,0.0,0.0,0.0,-0.07196076352676307,0.057324602137263786,0.03180426415196708,0.0,0.0,0.0
% Hispanic Pop 10,0.0,0.0,0.0,-0.1511944424248977,0.05221009178577077,0.004672677175087398,0.0,0.0,0.0
% Hispanic Students 2018-2019,0.0,-0.0015673028018932174,0.0,0.19635818147734618,-0.20583307279190163,0.06885881587651978,0.08818183791377429,-0.010975481101474525,0.0
% Hispanic Students 2020-2021,0.0,0.0,0.0,0.08920891904990792,0.019134765231759738,-0.0401029446542507,0.0,0.0,0.0
% Housing Owner Occup 10,0.0,0.0,0.0547574931684054,-0.053999393873047044,-0.10790278435067799,0.13643984206507007,0.0,-0.03237498891543721,0.07922100629324205
% Housing Renter Occup 10,0.0,0.0,-0.025317846410181186,-0.07235805577910967,0.146166576168887,-0.10341253161161441,0.0,0.0,-0.0038498823161742454
% Housing Vacant 10,0.0,0.0,0.0,0.12711376643881778,-0.0632989211137499,-0.008804098946633341,0.0,0.0,0.0
% K 2018-2019,0.13575180398408224,0.0,-0.02143642147685147,0.2643084886649633,-0.08507739033487265,-0.09977264146571503,0.23052771192568905,-0.04124472409273891,-0.07240913426098995
% K 2020-2021,0.0,0.0,0.0,-0.09922496988529518,0.07252003513695579,-0.04243701981307091,-0.04338554549153197,0.02783721295852391,-0.021678966576641777
% Male Pop 10,0.0,0.0,0.0,-0.09300427702957746,0.06898114758401686,-0.038299474749297235,0.0,0.0028413917666518366,-0.0030256785835992336
% On Campus 01/29/21,-0.51070747169904,0.22204793741376577,0.2051413157551009,-0.47711649732440853,0.2771023652086001,0.19444135001014426,-0.49315125720621206,0.22059313008915915,0.2446963650755451
% On Campus 09/28/20,-0.1512936557883431,0.0,0.4941937858923973,-0.2329210428853178,-0.03520290279915528,0.3396873637978065,-0.20312427776217587,0.0,0.45996715411369304
% On Campus 10/30/20,-0.44486204798466084,0.2982734314442566,0.0,-0.4797334668251657,0.4122495417376548,0.012490996793243007,-0.4832200173779746,0.33400273432925565,0.0009324447032604435
% Operational Schools Diff,0.0,0.04171033254253812,-0.0484518869434449,0.04837700491874432,0.12010627546169181,-0.1414405787445944,0.0,0.07378246671549754,-0.09711450055868784
% Prek 2018-2019,0.0,0.0,-0.04215296847061458,0.09001488501948318,0.035033008607921044,-0.1524338685544042,0.01760852706711785,0.0,-0.13058547147796307
% Prek 2020-2021,0.0,0.0,0.0,-0.0890686715742406,0.03283832184548316,0.006593859014732303,0.0,0.0,0.0
% Reduced-price Lunch 2018-2019,0.0,0.0,0.0,-0.1567685527351032,0.059503019817887554,-0.016341787906695923,-0.012505780250884538,0.0,0.0
% Reduced-price Lunch 2020-2021,0.14294944436573986,-0.014369416851028471,0.0,0.237266767551042,-0.08205304808631378,-0.09036150509796365,0.1844487200532208,-0.03830937543821073,-0.011022456589141487
% School-wide Title I 2018-2019,0.0,-0.03648812121289118,0.0005905278519357566,-0.03323671600846328,-0.15444469563598212,0.15759552945672814,0.0,-0.04951610599565368,0.05573700136107895
% School-wide Title I 2020-2021,0.0,0.0,0.0,-0.16007399361311445,0.029694721465492034,0.0950123918907504,0.0,0.0,0.0
% Students Tested Math - Grade 3 2018-2019,0.024966155308266437,0.0,0.0,0.16553130719196638,-0.00598714064146372,-0.13549121906423992,0.08850888247655102,0.0,-0.06124273715723934
% Students Tested Math - Grade 3 2020-2021,0.0,0.0,0.0,0.3570423203226055,-0.25051416649040614,0.03949149506152523,0.11974585080374042,-0.12004508233287649,0.0
% Students Tested Math - Grade 4 2018-2019,0.0,0.0,0.0,0.03530058915213224,-0.015392240013265189,-0.002423410576840109,0.0,0.0,0.0
% Students Tested Math - Grade 4 2020-2021,0.0,0.0,0.0,-0.07228237033828959,0.057714292095293,-0.011775692902272004,0.0,0.0,0.0
% Students Tested Math - Grade 5 2018-2019,0.0,-0.16396325183221952,0.1786912354165131,0.03779581354014114,-0.2488418794896349,0.26594626733773635,0.0,-0.20065234329481482,0.22813934584135834
% Students Tested Math - Grade 5 2020-2021,0.0,0.0642594973525613,0.0,-0.19754440693602376,0.22654273444339226,-0.1180011839551579,-0.0459285310316166,0.15094027570951685,0.0
% Students Tested Math - Grade 6 2018-2019,0.11078722931859011,-0.16556500296129487,0.0,0.22967747488950868,-0.22118231898542842,0.10188300858993493,0.16368324748473553,-0.18712021837241366,0.05312034364563603
% Students Tested Math - Grade 6 2020-2021,0.0,0.0,0.21096352713036148,-0.09521538012642265,-0.025295340851038465,0.2562533737018125,-0.006469207531164478,0.0,0.2818432451991898
% Students Tested Math - Grade 7 2018-2019,0.0,0.0,-0.011797593988973589,-0.0438401164640871,0.12547734818476702,-0.16003702343752607,0.0,0.0289348358722606,-0.10716270144410402
% Students Tested Math - Grade 7 2020-2021,-0.14826605793373282,0.0,0.14066609222338056,-0.21199172070442338,-0.05141669608821844,0.2806473629985096,-0.18349319098226335,0.0,0.24145027647229028
% Students Tested Math - Grade 8 2018-2019,0.0,0.0,0.0,0.0682479619272835,-0.09882534475217297,0.09015131803723646,0.0,-0.03701389185011023,0.03387097704019502
% Students Tested Math - Grade 8 2020-2021,-0.3878394326179889,0.15363025249435255,0.02994954927836013,-0.5219198156704992,0.2564856971722686,0.08777524939434428,-0.45894294042260686,0.19387054595038009,0.07440788192018197
% Title I Eligible School 2018-2019,0.0,0.0,0.0,-0.15247975165368688,0.10659899152929608,0.032638119999121834,0.0,0.0,0.0
% Title I Eligible School 2020-2021,0.027331204411376795,-0.061178242726213604,0.0,0.4750738990938267,-0.12511383248647134,-0.17098063720256257,0.12961582420659473,-0.06933619692980723,0.0
% White Pop 10,0.0,-0.009228647350278582,0.0,0.0693483197625869,-0.08614918313848494,0.019935784605872663,0.0,-0.07387870532303936,0.0
% White Students 2018-2019,-0.1666853201079985,0.0,0.0,-0.15002546855362292,-0.013904320018304194,0.06222104867346895,-0.15042607374561706,0.0,0.009643681743638699
% White Students 2020-2021,0.0,0.0,0.10668872897069946,-0.10437362570352159,-0.14470557984833574,0.14015882473072602,-0.08333309410157946,0.0,0.14160442591662148
Average Score Math All Grade 3 2018-2019,0.09466545903531905,-0.058817320368318,0.0,0.26827953271,-0.13284943568728425,-0.03339019027087145,0.19174975916124665,-0.09228160274318911,0.0
Average Score Math All Grade 4 2018-2019,0.10798984834152739,0.0,-0.010009227322694056,0.24149943024482745,-0.08656668603108852,-0.10452720826571998,0.18552028726216604,-0.0353129380595091,-0.06199105754593907
Average Score Math All Grade 5 2018-2019,0.0,0.0,0.0,0.1600882425012148,-0.05799565448595788,-0.02104671154382258,0.06392843864317796,-0.014872664515622622,0.0
Average Score Math All Grade 6 2018-2019,0.0,0.0,0.0,-0.2921454093470419,0.10978246831596808,0.06248299610140407,-0.10256755955807394,0.010135665861308023,0.0
Average Score Math All Grade 7 2018-2019,0.0,0.0,0.0,0.17755160545431867,-0.11839783708084026,0.013898627972761445,0.0,0.0,0.0
Average Score Math All Grade 8 2018-2019,0.0,0.15055681018732142,-0.20997836834286202,0.044024181039465794,0.2872061748035834,-0.3989082576330851,0.0,0.20214753984433273,-0.30378523897274323
Avg Family Size 10,0.0,0.0,0.0,0.07279896335075792,-0.05395478240691357,-0.047984542743976094,0.0,0.0,-0.028398217468976916
Avg Household Size 10,0.0,0.0,0.0,0.06581080785726982,-0.044512803121202524,-0.04836950450510514,0.0,0.0,-0.029564317149537434
CARES ESSER I 20,0.02951555691851366,-0.06043880884225223,0.0,0.22658734053917148,-0.37013870632540213,0.05635350030590154,0.03329476189306504,-0.12822158121921143,0.0
County Population,0.0,0.0,0.0,-0.03627670510921756,0.04432813328127779,-0.02878662727962952,0.0,0.0,0.0
Employed Diff,0.0,0.0,0.0,-0.11970330434924707,0.046361142064576456,0.05476267915538016,-0.04397009814604541,0.0,0.0
Labor Force Diff,0.0,-0.013845826347815686,0.10931850984963093,0.1235112527491897,-0.1791293230161277,0.06896105486336108,0.0,-0.05888085619786996,0.10141397447063168
Locale_11-City: Large,0.01995143537243221,0.0,0.0,0.01402408103758127,-0.018428737574169105,-0.02989443077118548,0.029389326652735394,-0.010322978618211048,0.0
Locale_12-City: Mid-size,0.0,0.0,0.0,0.08555970529014277,0.014042587330464222,-0.05576746547060736,0.04381237700968136,0.0,-0.00375530543300284
Locale_13-City: Small,-0.0051794610978562194,0.020575956285940455,0.0,-0.15090780190798062,0.0574184587146829,0.06345619962464388,-0.06821048903447888,0.04115317961069208,0.0
Locale_21-Suburb: Large,0.0,0.04353523816740572,-0.049451060121007466,-0.08694496103660267,0.11286960990453057,-0.15041087859753616,0.0,0.08111517964881443,-0.1542791234661681
Locale_22-Suburb: Mid-size,0.0,0.06535258155775633,-0.029651275562860062,-0.12032170590411867,0.13912478513559717,-0.12093734680872409,-0.017935352104746824,0.09145327640962643,-0.0854548513381313
Locale_23-Suburb: Small,0.0,0.0,0.0,-0.10847187922841667,0.031143554939441234,0.02104783231391435,-0.02262111538103434,0.004297303967387727,0.0
Locale_31-Town: Fringe,0.0,0.0,0.0,0.047777870787868285,-0.04935470029078585,0.049333519806177915,0.021716462793143446,-0.028166473895183498,0.0
Locale_32-Town: Distant,0.0,-0.010698420121498334,0.0360382579341814,0.024716592922282003,-0.08515032201664546,0.12563440147934032,0.0,-0.05815832796211976,0.07136232215352431
Locale_33-Town: Remote,0.0,0.0,0.0,-0.010008719702389066,0.027302227387900408,0.012154199351837197,0.0,0.0,0.0
Locale_41-Rural: Fringe,0.0,0.0,0.0,-0.13674176334441232,0.03143796595881885,0.06323347662166506,-0.041752117699755925,0.0,0.00027154402407389937
Locale_42-Rural: Distant,0.03616470310170603,-0.06832764873924965,0.0,0.22870162503064673,-0.13550505948439057,0.015323144361888776,0.14698992786514684,-0.1151606885499767,0.0
Locale_43-Rural: Remote,0.0,0.0,0.0,-0.030278663367027257,0.03578620132639512,-0.02955591302583212,0.0,0.0,0.0
Median Age 10,0.0,0.0,-0.001618821278491155,0.06384490191325269,-0.019491556738708907,-0.059950770001980944,0.006826227866854778,0.0,-0.04286776839432419
Median Age Female 10,0.0,0.0,-0.0018137838001221602,0.06289097795929198,-0.021422069707010966,-0.059379649974828114,0.006865592247792234,0.0,-0.045226421198125755
Median Age Male 10,0.0,0.0,0.0,0.06412731208603288,-0.016571651961538297,-0.06029209035836175,0.006235866977623488,0.0,-0.039654572789942645
Staff:Students 2018-2019,0.07280085670737105,0.0,0.0,0.2269829078089605,0.043955639993750496,-0.13098815689042814,0.18587369329547723,0.0,0.0
Staff:Students 2020-2021,0.0,0.0,0.0,0.05911723306560127,0.014847489707733827,-0.027454588473673606,0.0,0.0,0.0
Teachers:Students 2018-2019,0.24785615211887252,-0.13346133034861493,0.0,0.3004523110067476,-0.31123947185478723,0.05684194745340151,0.30236635834590747,-0.21302247316189032,0.0
Teachers:Students 2020-2021,0.0,-0.17567471144751418,0.04912884250659309,0.014838520890854563,-0.15218988862579313,0.17146304396401876,0.0,-0.1579627789504769,0.06888427066804365
Total Schools Diff,0.0,0.0,0.0,0.07489188974471796,0.03331313958655023,-0.0707404017281757,0.0,0.006678355534750108,-0.029092818747119917
Total Students 2018-2019,0.0,0.0,0.0,-0.09057892635255786,0.1084918888122282,-0.09866522770650411,0.0,0.0,-0.03345165497071688
Total Students 2020-2021,0.0,0.0,0.0,-0.10677930322383543,0.13450011655364946,-0.09343029829116424,0.0,0.03649644652857582,-0.014743741595259516
Unemployed Level Diff,-0.16944195148824764,0.20266997659639543,0.0,-0.26236125933790516,0.39351778333146215,-0.1813741740484626,-0.19826137812441763,0.29149457437737336,0.0
Unemployed Rate Diff,0.0,0.0,-0.02187128996116638,0.05390722676879568,-0.040743365873946974,-0.031154233328969022,0.0035347484068837054,0.0,-0.0636930849016265
