feature,Lasso,Lasso,Lasso,Ridge,Ridge,Ridge,ElasticNet,ElasticNet,ElasticNet
% County Infected 01/29/21,0.0,0.0,0.0,0.11167329569973518,-0.07473924613752257,-0.025611197277855657,0.0,0.0,0.0
% County Infected 07/28/2021,0.0,-0.018558471261449085,0.0010771158583718755,0.05818623367782469,-0.18867207920272447,0.18740746907433295,0.0,-0.11435369900005787,0.05651097274981694
% County Infected 07/29/2022,0.0,0.0,0.0,0.036697789749720926,-0.046771453876229746,0.007006910736341043,0.0,0.0,0.0
% County Infected 09/28/20,0.0,-0.03356559315000052,0.0,0.027868056338595563,-0.06473063096072432,-0.020723224564984766,0.0,-0.05420901679993943,0.0
% County Infected 10/30/20,0.0,0.0,0.0,0.022675826536597995,-0.04667871968667665,0.06877963858061363,0.0,-0.002134159611513551,0.0
% County Infected 10/30/2022,-0.01538054499755509,0.03316712557528589,0.0,-0.15663633843360997,0.15974314075725676,-0.01614053354171766,-0.0490421011708241,0.09764656375838783,0.0
% Female Pop 10,0.0,0.0,0.0,-0.04899650329473701,-0.0232388452187956,0.05292338286354966,-0.001655428245996322,0.0,0.0
% Free or Reduced Lunch 2018-2019,0.0,0.0,0.0,-0.18440549965304148,0.23396182634242363,-0.0327292868216032,0.0,0.0,0.0
% Free or Reduced Lunch 2020-2021,0.0,0.0,0.0,0.051555053857155586,-0.060275419450817616,0.011331602642975277,0.0,0.0,0.0
% Free or Reduced Lunch 2021-2022,0.0,0.0,0.0,-0.0007991987577514986,0.027659239031290538,0.05362709915012957,0.0,0.0,0.0
% Grades 1-8 2018-2019,0.0,0.0,0.0,-0.14081729208790378,0.05774370807154378,-0.008337766565680367,0.0,0.0,0.0
% Grades 1-8 2020-2021,0.0,0.0,0.0,0.016340102119207958,0.037757611429567746,-0.0037104788953793767,0.0,0.002994370333238355,0.0
% Grades 1-8 2021-2022,0.0,0.0,0.0,0.04241079880460428,-0.005756660814520586,0.0012311588941107102,0.0,0.0,0.0
% Grades 9-12 2018-2019,0.0,0.0,0.0,-0.026308545770495642,0.024660971091943172,0.06376074802080237,0.0,0.0,0.0
% Grades 9-12 2020-2021,0.0,0.0,0.0,-0.05246919867509682,-0.0016463122511784704,0.057228154151447753,0.0,0.0,0.0
% Grades 9-12 2021-2022,0.0,0.0,0.0,-0.057247708727752,0.03757579496210552,-0.008451643269173003,0.0,0.0,0.0
% HH 1 Female 10,0.0,0.0,0.0,-0.0428607751142539,0.08246544276310755,-0.13485229507957933,0.0,0.0,-0.028070598883814177
% HH 1 Male 10,-0.08423111777116789,0.17572266929047894,-0.005105314777765617,-0.0657174467040788,0.2784149708162005,-0.22387901273787184,-0.107916821833813,0.23520310034298014,-0.12163443598454905
% HH Female-Child 10,0.0,0.0,0.0,-0.024614443112232924,-0.10189464932618603,0.15859956649403556,0.0,0.0,0.0
% HH Male-Child 10,0.0,0.0,0.0,-0.13801817291843516,0.038404110053707,0.07831195768242763,0.0,0.002569388702378896,0.0
% HH Married-Child 10,0.0,0.0,0.0,-0.07871681036961442,-0.11800496092450818,0.18350553894956537,0.0,0.0,0.0
% HH Married-noChild 10,0.0,0.0,0.0,0.03607163868818947,-0.09013851017749124,0.0696575770089352,0.0,0.0,0.0
% Hispanic Pop 10,0.0,0.0,0.0,0.08349409701350972,-0.10437007584618556,0.04067743712567631,0.0,0.0,0.0
% Hispanic Students 2018-2019,0.0,0.0,0.0,0.00831401625506336,-0.1348940850375328,0.05252186282497094,0.0,0.0,0.002648142445365111
% Hispanic Students 2020-2021,0.0,0.0,0.0,0.0002758143509353888,0.038274835344749375,-0.017437308660615703,0.0,0.0,0.0
% Hispanic Students 2021-2022,0.0,0.0,0.0,-0.023577819791263003,0.023450198601360547,0.017635556516797716,0.0,0.0,0.0
% Housing Owner Occup 10,0.0,0.0,0.06959141299194126,-0.07553071651098357,-0.012989493041800882,0.09312862565241478,0.0,0.0,0.05435600482941752
% Housing Renter Occup 10,0.0,0.04873110977836759,-0.05661449649430769,-0.03427029070252135,0.07026990298867031,-0.06473043089943258,0.0,0.0721562219187051,-0.060045586426451414
% Housing Vacant 10,0.0,0.0,0.0,0.10068925613958178,-0.06050396934799074,-0.014836564273787756,0.0,0.0,0.0
% K 2018-2019,0.0,0.0,-0.12448427761658173,0.11910061928688057,0.10303927218363478,-0.18794088063816497,0.051468301770368124,0.022230837438890882,-0.17339248933605672
% K 2020-2021,0.0,0.0,0.0,-0.03258369501474982,0.002699684324772301,-0.02308180161450272,0.0,0.006115694926630374,-0.012607171641774934
% K 2021-2022,0.0,0.0,0.0,-0.024154442792031453,0.02612327840493378,-0.009880786828482474,0.0,0.0,0.0
% Male Pop 10,0.0,0.0,0.0,0.048996503294744115,0.02323884521879236,-0.05292338286354006,0.0016554282459992358,0.0,0.0
% On Campus 01/29/21,-0.20796873464176233,0.11999881761354687,0.0,-0.17384142650923326,0.09929888861074575,0.14737225924382427,-0.1981925798703382,0.10980212880237757,0.07079002607448828
% On Campus 09/28/20,-0.08184514960473864,0.013676510712681026,0.007049040951521509,-0.13043090513006614,0.15579209864169768,-0.01032588764578973,-0.05683904598103422,0.07145490000607532,0.0
% On Campus 10/30/20,-0.35727005015676316,0.0,0.3649134796003942,-0.3531961301992233,0.05057467747192443,0.3813097652867702,-0.3671574262617676,0.0,0.392718229550512
% Prek 2018-2019,0.0535259351192883,-0.029935216161455704,0.0,0.20347021759921471,-0.17399397524500826,-0.024388569203439556,0.1643012128723275,-0.07459250395533165,0.0
% Prek 2020-2021,0.0,0.0,0.0,0.09583799971139399,-0.056405827549364594,-0.0999055532644528,0.0,0.0,0.0
% Prek 2021-2022,0.0,0.0,0.0,0.061339274877540706,-0.07755701711121514,0.019646354193945396,0.0,-0.0008727181116606316,0.0
% School-wide Title I 2018-2019,0.0,0.0,0.0,0.149367736993082,0.03567272591909302,-0.08494568932235096,0.0,0.0,0.0
% School-wide Title I 2020-2021,0.0,0.0,0.0,-0.015419677071088945,-0.1450869294978999,0.14479223998846677,0.0,-0.0016917452328972554,0.0
% School-wide Title I 2021-2022,0.0,-0.09914025563269277,0.15795675690552563,-0.16048786525175862,-0.0760579921057819,0.20705085831271935,0.0,-0.060910323324805025,0.19977480755414087
% Students Tested Reading - Grade 3 2018-2019,0.12692717346796792,-0.009508834269537404,0.0,0.32116458240493384,-0.18450566621853695,-0.03919112096429967,0.21359492522839366,-0.07342030429742,0.0
% Students Tested Reading - Grade 3 2020-2021,0.0,0.0,0.0,0.11642340634875366,-0.06431482132678933,-0.003340469393002789,0.0,0.0,0.0
% Students Tested Reading - Grade 3 2021-2022,0.0,0.0,0.0,-0.13144313899446292,0.22024698682278254,-0.0930056834939248,-0.02129586766323957,0.030138473552907514,0.0
% Students Tested Reading - Grade 4 2018-2019,0.0,0.0,0.0,0.018396324834923993,-0.0653683682467298,0.1047077132238028,0.0,-0.008808953226296,0.02025663580596819
% Students Tested Reading - Grade 4 2020-2021,0.0,0.0,0.0,0.14375177384456556,-0.0048874614561129764,-0.1182122647470847,0.0011478495523831798,0.0,0.0
% Students Tested Reading - Grade 4 2021-2022,0.0,0.0,0.0033085226777789687,-0.08918368676842023,0.03363153815304038,0.07372533561312247,0.0,0.0,0.05334003897241024
% Students Tested Reading - Grade 5 2018-2019,0.0,0.0,0.0,-0.24454709958557364,0.09536095634836347,0.049872080334550574,-0.08335843437008375,0.0,0.0
% Students Tested Reading - Grade 5 2020-2021,0.0,0.0,0.0,-0.002974206734533913,-0.07779636442439213,0.08586820014937979,0.0,0.0,0.0
% Students Tested Reading - Grade 5 2021-2022,0.03482896447929769,0.0,0.0,0.10369418006825208,-0.048873905459338805,0.02499734474123773,0.059082864992953246,0.0,0.0
% Students Tested Reading - Grade 6 2018-2019,0.0,0.0,0.04346454454691847,0.014118208556684114,-0.07545195393678951,0.15850044162586402,0.0,-0.03205300789594576,0.07804714742051341
% Students Tested Reading - Grade 6 2020-2021,0.0,0.0,0.0,0.05781291196870708,0.020873999261001724,0.005459017790994122,0.0,0.0,0.0
% Students Tested Reading - Grade 6 2021-2022,0.011325822648375075,-0.02722641503997744,0.0,-0.10162432522369755,-0.09633096547129405,0.060466089975219434,0.0,-0.07329368607998983,0.0
% Students Tested Reading - Grade 7 2018-2019,0.0,0.0,0.0,-0.04337057795508792,0.1604764195416811,-0.09041709708343876,0.0,0.010275501312172239,0.0
% Students Tested Reading - Grade 7 2020-2021,0.0,0.05438171591757739,0.0,-0.1973327484753723,0.3229674590008077,-0.10907663731031833,-0.01836392501942287,0.14093156559409917,0.0
% Students Tested Reading - Grade 7 2021-2022,0.0,-0.010934177524511788,0.0,-0.011434315379932043,-0.1616701593256596,0.04408041632400318,0.0,-0.05732666482142506,0.0
% Students Tested Reading - Grade 8 2018-2019,0.0,0.0,0.0,0.12726160889673355,-0.1381218510064518,0.07569700469287184,0.0,0.0,0.0
% Students Tested Reading - Grade 8 2020-2021,-0.1836527716509215,0.13925712586547512,0.0,-0.2400811234191729,0.2230604688631756,0.02955366933714382,-0.19312651613920145,0.1708289788348197,0.0
% Students Tested Reading - Grade 8 2021-2022,0.0,0.0,0.0,0.008192993390718694,0.0443188948598254,-0.010835783273837501,0.0,0.0,0.0
% Title I Eligible School 2018-2019,0.0,0.0,0.0,0.04032759126683529,0.02729816259656132,-0.0701291996160596,0.0,0.0,0.0
% Title I Eligible School 2020-2021,0.0,0.0,0.0,-0.052410169222899566,0.11670047962233561,-0.040712747416730935,0.0,0.0,0.0
% Title I Eligible School 2021-2022,0.0,0.0,0.0,0.039154808144360766,-0.15784913030791287,0.03901624457263981,0.0,-0.04034495864400782,0.0
% White Pop 10,0.0,0.0,0.0,-0.024206413371950303,-0.025607606122738498,0.02308462737033035,0.0,0.0,0.0
% White Students 2018-2019,0.0,0.0,0.0,0.045926096937882195,0.005515613378234945,-0.011400840154714178,0.0,0.0,0.0
% White Students 2020-2021,0.0,0.0,0.0,0.04970541572632236,-0.13814460800110712,0.05225441090893202,0.0,0.0,0.0
% White Students 2021-2022,0.0,0.0,0.0,0.008421773349823336,-0.04829830560694033,0.027595001281666486,0.0,0.0,0.0
% of Population Under 18 in Poverty,0.0,7.727526741032447e-06,0.0,-0.23365759919561424,0.2973934003687386,-0.07554506234836839,0.0,0.06382180633083313,-0.025100141537919854
% of Population in Poverty,0.0,0.0,0.0,0.13759028796052222,-0.2500607721122504,0.09678645896791313,0.0,0.0,0.0
11-City: Large,0.09400643415885673,-0.06987540346207871,0.0,0.23180184962380185,-0.17235194922087008,-0.06383356664201033,0.13597465890595378,-0.09572884563937331,0.0
12-City: Mid-size,0.010146132859533927,0.0,0.0,0.11292592301038733,-0.047146614276574454,-0.07977671771275203,0.052436347745710835,0.0,-0.044824765508751696
13-City: Small,0.0,0.0,0.0,0.030190549694023468,-0.06827511074170553,0.09255555562135682,0.0,-0.0012194045279866478,0.0
21-Suburb: Large,0.0014625733831447546,0.0,-0.006903491356605787,0.08109075814289046,-0.009703526000116808,-0.10351866100212889,0.0,0.0,-0.08440838914028452
22-Suburb: Mid-size,-0.08638877583668222,0.13879871224795462,0.0,-0.2378162552715851,0.2436349613495448,-0.05486743536442162,-0.1624331647294701,0.18242775710045522,0.0
23-Suburb: Small,0.0,0.12971490280180742,-0.040948518193739285,-0.10338293948231457,0.2639742014329428,-0.15901045079818177,-0.046095567960533504,0.19162318090974276,-0.08515981239731181
31-Town: Fringe,0.0,-0.06909800950281879,0.11156894492742621,0.05244362722218864,-0.1674443753179875,0.19225140564861304,0.0,-0.10019643398409792,0.1681622375476507
32-Town: Distant,0.0,0.0,0.041343695881911065,0.08892000651377072,-0.060156260122632345,0.08091574439823385,0.0,-0.010529052025600576,0.0692191750533632
33-Town: Remote,-0.0397137407427908,0.06620678494891552,0.0,-0.11536781409594223,0.09922624845343561,0.046563052031027764,-0.06416083084158553,0.092261989908218,0.0
41-Rural: Fringe,-0.04844382701704844,0.1238719911259163,-0.008685535398910137,-0.09844720899291913,0.14254748275408843,-0.06061833731833889,-0.08967361029288934,0.15022559004774633,-0.03254273966961979
42-Rural: Distant,0.0,0.0,0.0,0.019428322349178656,-0.09183069690156537,0.0528234511824185,0.0,-0.0012040104869775366,0.021082555041676575
43-Rural: Remote,0.0,0.0,0.0,-0.04695002160052953,0.018737246916385415,-0.04051529113145898,0.0,0.0,0.0
ARP ESSER III 21 NORM,0.0,0.0,0.0,0.09144399354617085,-0.14908039442807908,0.0763911740903207,0.0,-0.01031374002623506,0.0
Average Annual Pay,0.1361289283477387,-0.20528331708671607,0.0,0.3079414096070115,-0.4642680090233947,0.19174558405068723,0.18404912313890695,-0.31695900936547083,0.026874062460439427
Average Score Math All Grade 3 2018-2019,0.0,0.0,0.0,0.30619975815886635,0.11555792601901554,-0.2822750171122296,0.1916649169882881,0.0,-0.09302359277189876
Average Score Math All Grade 3 2020-2021,-0.46482261677204056,0.0,0.4867845392218212,-0.5320200214162812,-0.13944840851777623,0.5281883804035886,-0.5772670498590025,0.0,0.4834908933409561
Average Score Math All Grade 3 2021-2022,0.0,0.0,0.0,-0.11029621540968536,0.0827425264261003,-0.022535387983498675,0.0,0.0,0.0
Average Score Math All Grade 4 2018-2019,0.0,0.0,0.0,0.17746879813733826,0.11327856875914642,-0.3553860098954043,0.021101484336864013,0.0,-0.21370324214422193
Average Score Math All Grade 4 2020-2021,-0.5857808975118393,0.0,0.1451654883104873,-0.6552251656885135,0.07180526655049589,0.5707203052889064,-0.5781911483598894,0.0,0.5543896425087392
Average Score Math All Grade 4 2021-2022,0.0,0.0,0.0,-0.003927242093497096,-0.10027423731612814,0.11216705935558859,0.0,0.0,0.0
Average Score Math All Grade 5 2018-2019,0.002940548571288529,0.05160094127843094,-0.2932330083655844,0.21639156648858918,0.3380983893129492,-0.6042083416893607,0.14451325918450994,0.1310289361991962,-0.5231463558418591
Average Score Math All Grade 5 2020-2021,-0.041263550590219515,0.0,0.37714279010588025,-0.340776655696404,-0.11138727052004604,0.3952120503118667,-0.23981212078188555,-0.02526045770930878,0.3646616477527164
Average Score Math All Grade 5 2021-2022,0.0,0.0,0.0,-0.2218317992519899,-0.043672344115182726,0.2227412046843362,0.0,0.0,0.15793873491867313
Average Score Math All Grade 6 2018-2019,0.0,0.0,0.0,0.3173914170607457,0.03850392280133096,-0.39730213678857496,0.1509956102827498,0.0,-0.15264975256946597
Average Score Math All Grade 6 2020-2021,0.0,0.0,0.0,-0.28259596564040834,-0.06531967348239286,0.3998829817157563,-0.03810278111647189,0.0,0.18456751839029759
Average Score Math All Grade 6 2021-2022,0.0,0.0,0.0,0.21634042275983864,-0.2727521436958603,-0.0006789032063134874,0.0,-0.0023687626138260026,0.0
Average Score Math All Grade 7 2018-2019,0.0,0.0,0.0,0.24787220361752038,-0.08334783234162363,-0.0824147028189628,0.04090598934722196,0.0,0.0
Average Score Math All Grade 7 2020-2021,0.0,-0.13813458271791068,0.11204215222245735,-0.039000569141459204,-0.3579860194486058,0.40962778705146924,0.0,-0.26482520422711286,0.2574591399338914
Average Score Math All Grade 7 2021-2022,0.0,0.0,0.0,0.054022249827104976,-0.04718487406946702,-0.006141865985153663,0.0,0.0,0.0
Average Score Math All Grade 8 2018-2019,0.06394831731970979,0.0,0.0,0.24155213110770668,0.1532596293658187,-0.4611389011719801,0.12822954506621773,0.0,-0.10150608374287112
Average Score Math All Grade 8 2020-2021,0.0,0.0,0.0,-0.11519507669961673,0.0684280128671454,-0.008008283611810931,0.0,0.0,0.0
Average Score Math All Grade 8 2021-2022,0.0,0.0,0.0,-0.13631362607516243,-0.03840665072038746,0.18922904850983832,0.0,0.0,0.055606228201046104
Average Score Math Free Lunch Grade 3 2018-2019,0.0,0.0,0.0,-0.11413745498892518,-0.07207032688973057,0.08284217700432367,-0.11216188812901413,0.0,0.0
Average Score Math Free Lunch Grade 3 2020-2021,0.0,0.0,0.0,0.1048754400450377,-0.05986519416636751,-0.06619494156784488,0.0,-0.027109059754331696,0.0
Average Score Math Free Lunch Grade 3 2021-2022,0.0,0.0,0.0,-0.0001633587648704623,-0.017007931933763248,0.03567452338973146,0.0,0.0,0.024800036453927518
Average Score Math Free Lunch Grade 4 2018-2019,0.0,0.06480220489256372,0.0,-0.1093214209166181,0.20241356876318076,-0.027693086584712853,0.0,0.14326034964873632,-0.031980631654406955
Average Score Math Free Lunch Grade 4 2020-2021,0.0,0.0,0.0,-0.05367333758140496,-0.07840770415609398,0.08222307994535398,0.0,0.0,0.0
Average Score Math Free Lunch Grade 4 2021-2022,0.0,0.0,0.0,-0.010790879592063547,0.01903303154048929,0.04556308976242465,0.0,0.0,0.0
Average Score Math Free Lunch Grade 5 2018-2019,0.0,0.0,0.0,-0.04784776645755481,-0.04964506503132248,0.09181495682949342,0.0,0.0,0.0
Average Score Math Free Lunch Grade 5 2020-2021,0.0,0.0,0.0,-0.061438890295538236,0.12545281381716128,-0.09004962075640946,0.0,0.037932599119595685,0.0
Average Score Math Free Lunch Grade 5 2021-2022,0.0,0.0,0.0,-0.017430399127845435,-0.04869297039557443,0.06614023852268185,0.0,-0.007974147031364212,0.0
Average Score Math Free Lunch Grade 6 2018-2019,0.0,0.0,0.0,-0.004736052662115133,0.004214459394282299,-0.019304730653747798,0.0,0.0,0.0
Average Score Math Free Lunch Grade 6 2020-2021,0.0,0.0,0.0,0.17639029167725861,-0.009778478717723103,-0.14583897931337225,0.0,0.0,0.0
Average Score Math Free Lunch Grade 6 2021-2022,0.0,0.0,0.0,0.024060356144563432,-0.001874756425087008,-0.008265966453924092,0.0,0.0,0.0
Average Score Math Free Lunch Grade 7 2018-2019,0.0,0.0,0.0,-0.12425302250040456,-0.027374309563711487,0.1344968004574831,0.0,0.0,0.0
Average Score Math Free Lunch Grade 7 2020-2021,0.0,0.0,0.0,0.10267559562732548,-0.11724899935205954,-0.004234912159833238,0.062159818719417816,0.0,0.0
Average Score Math Free Lunch Grade 7 2021-2022,0.0,0.0,0.0,-0.02916532645094007,0.09775827490862445,-0.12367684592994084,0.0,0.0,0.0
Average Score Math Free Lunch Grade 8 2018-2019,0.0,0.0,0.0,0.1745186556631358,-0.11706842709622542,-0.012495841063955206,0.0,0.0,0.0
Average Score Math Free Lunch Grade 8 2020-2021,0.0,0.0,0.009604620048233892,0.08564792930836522,-0.24488827070403774,0.15074738244752783,0.0,-0.03993582114501585,0.05061881311847792
Average Score Math Free Lunch Grade 8 2021-2022,0.0,0.0,0.0,0.17851140581766772,0.059443361435720876,-0.12732074057796974,0.0,0.0,0.0
Average Score Math Hispanic Grade 3 2018-2019,0.0,0.0,0.0,0.05203630696713674,-0.06410716372969859,0.0643232924888727,0.0,-0.053630103438673804,0.0
Average Score Math Hispanic Grade 3 2020-2021,0.0,0.0,0.0,-0.06596950308471439,0.1096065310933044,-0.07423749957180735,0.0,0.024730719483892476,0.0
Average Score Math Hispanic Grade 3 2021-2022,0.0,0.0,0.0,-0.13215805529015806,0.049626406940914,0.003179722413170794,-0.03245176517568633,0.005588761322853204,0.0
Average Score Math Hispanic Grade 4 2018-2019,0.0,0.0,0.0,0.0013375696442302063,0.044723144042153815,-0.011051083154777631,0.0,0.03789735863179933,0.0
Average Score Math Hispanic Grade 4 2020-2021,-0.10729970177344451,0.0,0.0,-0.13319435148072595,0.06969862033792466,-0.04098829317919806,-0.08003192720121491,0.0,0.0
Average Score Math Hispanic Grade 4 2021-2022,0.0,0.0,-0.02775332921245491,0.0683716502666201,0.03904657124029768,-0.14996648266876234,0.0,0.0,-0.07653297179547826
Average Score Math Hispanic Grade 5 2018-2019,0.0,0.0,0.0,0.0907924783114496,-0.011597594968168689,-0.013698519210099685,0.0,0.0,0.0
Average Score Math Hispanic Grade 5 2020-2021,0.0,-0.02828861628728928,0.04896161379110249,0.016092249110967266,-0.1560720239349635,0.11270614140520685,0.0,-0.08523622610307628,0.13209000374747742
Average Score Math Hispanic Grade 5 2021-2022,-0.05092513158678905,0.0,0.0,-0.133853074733378,-0.01836127235893155,0.11913002540677352,-0.10892494780291223,0.0,0.06075273275074737
Average Score Math Hispanic Grade 6 2018-2019,0.0,0.0,0.0,-0.010738222337380848,0.03803646869949596,-0.03918415975938048,0.0,0.0,0.0
Average Score Math Hispanic Grade 6 2020-2021,0.0,0.0,0.0,-0.1518559649531095,0.11782129306575931,-0.038865736332317546,0.0,0.0,0.0
Average Score Math Hispanic Grade 6 2021-2022,0.0,0.0,0.0,0.013064403265473786,-0.026966747301803345,0.038317435813339656,0.0,0.0,0.0
Average Score Math Hispanic Grade 7 2018-2019,0.0,0.0,0.0,0.052657815376647335,-0.09839754219484512,0.050353013718338835,0.0,-0.0020700477639684174,0.0
Average Score Math Hispanic Grade 7 2020-2021,0.0,0.0,0.0,0.20573191687283068,-0.22381986720842953,0.039056279576432276,0.027896437069937306,-0.0341354078721432,0.0
Average Score Math Hispanic Grade 7 2021-2022,0.0,0.0,0.0,0.07597349691836312,-0.09477901086331848,0.09073374833575017,0.0,-0.0037869565744861147,0.0
Average Score Math Hispanic Grade 8 2018-2019,0.0,0.0,0.0,0.012050720460804628,-0.15723614607154188,0.11310835141501985,0.0,-0.07079651250818916,0.009660234406034545
Average Score Math Hispanic Grade 8 2020-2021,0.0,0.0,0.0,0.20628968702135106,-0.1994714924664505,0.005216935966777578,0.0,0.0,0.0
Average Score Math Hispanic Grade 8 2021-2022,0.0,0.0,0.0,0.024588467815244573,0.07715614463100294,-0.19723983647210877,0.0,0.0,0.0
Average Score Math Poverty Grade 3 2018-2019,0.0,-0.02897190977815858,0.0,0.006120537354682912,-0.09554999790654092,0.06544479401986542,0.0,-0.07202664470211755,0.02802543229092473
Average Score Math Poverty Grade 3 2020-2021,0.0,0.0,0.0,-0.030308021928146613,-0.07033668577537738,0.11420109468156528,0.0,-0.029735788605490022,0.029031797699165605
Average Score Math Poverty Grade 3 2021-2022,0.0,0.0,0.0,-0.0524354632615223,-0.012939017235620132,-0.01625094516258108,0.0,0.0,0.0
Average Score Math Poverty Grade 4 2018-2019,0.0,0.0,0.0,0.16326197548882343,-0.010143201212587317,-0.09509428063907611,0.0,0.0,0.0
Average Score Math Poverty Grade 4 2020-2021,0.0,0.0,0.0,-0.027077378996961485,-0.09317422170781976,0.09610156495971821,0.0,0.0,0.0434408089593982
Average Score Math Poverty Grade 4 2021-2022,-0.0072560345799006975,0.0,0.026604907063690248,-0.1592978482911071,0.0743304394816552,0.06682877768160643,-0.049978951622827596,0.0,0.038561136304240046
Average Score Math Poverty Grade 5 2018-2019,0.0,0.0,0.0,0.0517689558418702,0.015016537208840419,-0.02680002523555287,0.0,0.0,0.0
