feature,Feature Importance - Random Forest,Permutation Importance - Random Forest,Permutation Importance - Ridge,RFE - Random Forest,RFE - Ridge,Regularization - Lasso,SFS - KNN,SFS - Ridge,Variance Threshold
% County Infected 09/28/20,0.002277796027580689,0.0009852216748768461,0.0039408866995073845,1.0,214.0,-0.03356559315000052,0.0,0.0,0.0
% County Infected 10/30/20,0.0021318263263331917,-0.0009852216748768461,-0.0019704433497536923,73.0,215.0,0.0,0.0,0.0,0.0
% County Infected 10/30/2022,0.0017461664508033503,-0.0049261083743842304,0.0039408866995073845,200.0,230.0,0.03316712557528589,0.0,0.0,0.0
% Female Pop 10,0.0025751519918076667,-0.0009852216748768461,0.0019704433497536923,120.0,288.0,0.0,0.0,0.0,0.0
% Free or Reduced Lunch 2018-2019,0.003633680311173138,-0.0019704433497536923,0.005911330049261076,12.0,79.0,0.0,0.0,0.0,0.0
% Free or Reduced Lunch 2020-2021,0.0023342722458492447,-0.0019704433497536923,0.0039408866995073845,74.0,149.0,0.0,0.0,1.0,0.0
% Free or Reduced Lunch 2021-2022,0.004166381752660781,-0.0049261083743842304,0.0019704433497536923,83.0,286.0,0.0,0.0,1.0,0.0
% Grades 1-8 2018-2019,0.0036571859608664514,-0.0039408866995073845,0.0009852216748768461,99.0,217.0,0.0,0.0,1.0,0.0
% Grades 1-8 2020-2021,0.0026276357656702404,-0.0039408866995073845,0.0009852216748768461,1.0,247.0,0.0,0.0,1.0,0.0
% Grades 1-8 2021-2022,0.002752943034852313,-0.0009852216748768461,0.0009852216748768461,80.0,312.0,0.0,0.0,0.0,0.0
% Grades 9-12 2018-2019,0.0029312899006824263,-0.0009852216748768461,0.0039408866995073845,121.0,291.0,0.0,0.0,1.0,0.0
% Grades 9-12 2020-2021,0.0028170477201118487,-0.005911330049261076,0.0019704433497536923,44.0,248.0,0.0,0.0,1.0,0.0
% Grades 9-12 2021-2022,0.0017126853286674433,-0.0009852216748768461,0.0019704433497536923,33.0,280.0,0.0,0.0,1.0,0.0
% HH 1 Female 10,0.002190676710727607,0.0,0.010837438423645308,3.0,154.0,0.0,0.0,0.0,0.0
% HH 1 Male 10,0.002704522805289981,-0.002955665024630538,-0.0019704433497536923,62.0,50.0,0.17572266929047894,0.0,0.0,0.0
% HH Female-Child 10,0.003523484729209762,-0.010837438423645308,0.011822660098522153,140.0,83.0,0.0,0.0,0.0,0.0
% HH Male-Child 10,0.002120103100922505,-0.0009852216748768461,0.006896551724137922,205.0,204.0,0.0,0.0,0.0,0.0
% HH Married-Child 10,0.0014936177328021404,-0.005911330049261076,0.005911330049261076,135.0,87.0,0.0,0.0,0.0,0.0
% HH Married-noChild 10,0.002767067522751687,-0.0009852216748768461,0.006896551724137922,1.0,269.0,0.0,0.0,0.0,0.0
% Hispanic Pop 10,0.002555311566332927,-0.006896551724137922,-0.0009852216748768461,152.0,186.0,0.0,0.0,0.0,0.0
% Hispanic Students 2018-2019,0.0024938101923641064,-0.005911330049261076,-0.0019704433497536923,1.0,42.0,0.0,0.0,1.0,0.0
% Hispanic Students 2020-2021,0.0032581572905600914,-0.0009852216748768461,0.0049261083743842304,1.0,317.0,0.0,0.0,1.0,0.0
% Hispanic Students 2021-2022,0.002860013900327597,0.0039408866995073845,0.0019704433497536923,7.0,326.0,0.0,0.0,1.0,0.0
% Housing Owner Occup 10,0.0015078230843677792,0.0,0.0019704433497536923,84.0,261.0,0.0,0.0,0.0,0.0
% Housing Renter Occup 10,0.0022018009995389844,-0.008866995073891614,0.002955665024630538,79.0,313.0,0.04873110977836759,0.0,0.0,0.0
% Housing Vacant 10,0.0016941353770771595,-0.005911330049261076,0.002955665024630538,137.0,287.0,0.0,0.0,0.0,0.0
% K 2018-2019,0.0030269138697266197,-0.0019704433497536923,0.010837438423645308,1.0,103.0,0.0,0.0,0.0,0.0
% K 2020-2021,0.003117088506603852,-0.0019704433497536923,0.0,159.0,320.0,0.0,0.0,0.0,0.0
% K 2021-2022,0.003171581954300019,0.0,0.0009852216748768461,45.0,281.0,0.0,0.0,0.0,0.0
% Male Pop 10,0.002360956024606287,-0.0049261083743842304,0.0019704433497536923,111.0,318.0,0.0,0.0,0.0,0.0
% On Campus 01/29/21,0.014891200254970509,0.0009852216748768461,-0.0009852216748768461,1.0,275.0,0.11999881761354687,0.0,0.0,0.0
% On Campus 09/28/20,0.007431185456194958,-0.009852216748768461,-0.005911330049261076,1.0,179.0,0.013676510712681026,0.0,0.0,0.0
% On Campus 10/30/20,0.012590012726614972,-0.0009852216748768461,0.009852216748768461,1.0,41.0,0.0,0.0,1.0,0.0
% Prek 2018-2019,0.002485308070658245,-0.0039408866995073845,0.0039408866995073845,86.0,62.0,-0.029935216161455704,1.0,1.0,0.0
% Prek 2020-2021,0.0021022858440791652,0.0,0.005911330049261076,204.0,136.0,0.0,0.0,0.0,0.0
% Prek 2021-2022,0.002099482255485981,-0.008866995073891614,0.0039408866995073845,183.0,155.0,0.0,1.0,1.0,0.0
% School-wide Title I 2018-2019,0.0010433353129058358,0.0,0.0019704433497536923,213.0,96.0,0.0,0.0,0.0,0.0
% School-wide Title I 2020-2021,0.001074781562810577,-0.0019704433497536923,0.011822660098522153,210.0,88.0,0.0,0.0,0.0,0.0
% School-wide Title I 2021-2022,0.0009688116635872763,-0.0049261083743842304,0.012807881773399,206.0,82.0,-0.09914025563269277,0.0,0.0,0.0
% Students Tested Reading - Grade 3 2018-2019,0.0020839342189762234,0.0009852216748768461,0.0019704433497536923,107.0,66.0,-0.009508834269537404,0.0,0.0,0.0
% Students Tested Reading - Grade 3 2020-2021,0.00265062445728686,-0.006896551724137922,0.006896551724137922,1.0,106.0,0.0,0.0,0.0,0.0
% Students Tested Reading - Grade 3 2021-2022,0.002104985139822562,-0.0019704433497536923,0.012807881773399,28.0,105.0,0.0,0.0,1.0,0.0
% Students Tested Reading - Grade 4 2018-2019,0.002135421007412111,-0.0019704433497536923,0.0009852216748768461,95.0,202.0,0.0,0.0,0.0,0.0
% Students Tested Reading - Grade 4 2020-2021,0.003126728365463823,-0.0019704433497536923,0.0009852216748768461,1.0,181.0,0.0,0.0,1.0,0.0
% Students Tested Reading - Grade 4 2021-2022,0.0025791135521642263,-0.0009852216748768461,0.002955665024630538,76.0,212.0,0.0,0.0,0.0,0.0
% Students Tested Reading - Grade 5 2018-2019,0.002572512892073583,-0.0009852216748768461,0.02068965517241377,142.0,67.0,0.0,0.0,0.0,0.0
% Students Tested Reading - Grade 5 2020-2021,0.0038877758950135906,0.0049261083743842304,0.0049261083743842304,1.0,175.0,0.0,0.0,0.0,0.0
% Students Tested Reading - Grade 5 2021-2022,0.002184887385361338,-0.007881773399014769,0.005911330049261076,51.0,242.0,0.0,0.0,0.0,0.0
% Students Tested Reading - Grade 6 2018-2019,0.002845559392595466,-0.002955665024630538,-0.0019704433497536923,91.0,302.0,0.0,0.0,0.0,0.0
% Students Tested Reading - Grade 6 2020-2021,0.0041243785265785175,-0.0019704433497536923,0.0009852216748768461,1.0,220.0,0.0,0.0,0.0,0.0
% Students Tested Reading - Grade 6 2021-2022,0.0024500449788094213,-0.013793103448275845,0.0019704433497536923,46.0,135.0,-0.02722641503997744,0.0,0.0,0.0
% Students Tested Reading - Grade 7 2018-2019,0.002686613658597497,0.0,0.005911330049261076,1.0,209.0,0.0,0.0,1.0,0.0
% Students Tested Reading - Grade 7 2020-2021,0.0025825394447727035,0.0,-0.009852216748768461,1.0,18.0,0.05438171591757739,0.0,0.0,0.0
% Students Tested Reading - Grade 7 2021-2022,0.0032991170731454223,-0.0049261083743842304,0.0049261083743842304,1.0,270.0,-0.010934177524511788,0.0,0.0,0.0
% Students Tested Reading - Grade 8 2018-2019,0.0015698771050563318,-0.0019704433497536923,0.015763546798029538,102.0,153.0,0.0,0.0,0.0,0.0
% Students Tested Reading - Grade 8 2020-2021,0.0037931250142041284,0.0009852216748768461,0.0039408866995073845,1.0,142.0,0.13925712586547512,0.0,0.0,0.0
% Students Tested Reading - Grade 8 2021-2022,0.002434007192335748,-0.0019704433497536923,0.0009852216748768461,42.0,216.0,0.0,0.0,0.0,0.0
% Title I Eligible School 2018-2019,0.0008876111592568248,-0.0039408866995073845,0.0,212.0,306.0,0.0,0.0,0.0,0.0
% Title I Eligible School 2020-2021,0.0008768910786136308,0.0,0.011822660098522153,211.0,89.0,0.0,0.0,0.0,0.0
% Title I Eligible School 2021-2022,0.0005011345172364922,-0.0019704433497536923,0.007881773399014769,207.0,200.0,0.0,0.0,0.0,0.0
% White Pop 10,0.0021048509000031186,-0.002955665024630538,0.0,203.0,44.0,0.0,0.0,0.0,0.0
% White Students 2018-2019,0.005031708964706129,-0.0019704433497536923,0.0009852216748768461,1.0,235.0,0.0,0.0,1.0,0.0
% White Students 2020-2021,0.005911825459616871,-0.009852216748768461,0.008866995073891614,1.0,100.0,0.0,0.0,1.0,0.0
% White Students 2021-2022,0.006331489133745423,0.0019704433497536923,0.007881773399014769,1.0,225.0,0.0,0.0,1.0,0.0
% of Population Under 18 in Poverty,0.003163491677829652,-0.002955665024630538,0.0049261083743842304,87.0,20.0,7.727526741032447e-06,1.0,0.0,1.0
% of Population in Poverty,0.002150750030570709,-0.007881773399014769,0.007881773399014769,188.0,19.0,0.0,0.0,0.0,1.0
11-City: Large,4.2421384406912584e-05,0.0,0.0049261083743842304,214.0,193.0,-0.06987540346207871,1.0,0.0,0.0
12-City: Mid-size,4.514087386133058e-05,0.0,-0.0009852216748768461,220.0,308.0,0.0,1.0,1.0,0.0
13-City: Small,0.00010309516749653457,0.0,0.0049261083743842304,223.0,279.0,0.0,1.0,1.0,0.0
21-Suburb: Large,0.0001269125100735482,0.0,-0.0009852216748768461,218.0,309.0,0.0,1.0,1.0,0.0
22-Suburb: Mid-size,0.00010741277570431626,0.0,0.0039408866995073845,221.0,98.0,0.13879871224795462,1.0,1.0,0.0
23-Suburb: Small,0.0,0.0,0.0,225.0,47.0,0.12971490280180742,1.0,1.0,0.0
31-Town: Fringe,0.0001317476829422125,0.0,-0.002955665024630538,216.0,234.0,-0.06909800950281879,1.0,1.0,0.0
32-Town: Distant,0.00026782079792225946,0.0,0.0039408866995073845,215.0,294.0,0.0,0.0,0.0,0.0
33-Town: Remote,0.00026435474301404803,0.0,0.0049261083743842304,219.0,196.0,0.06620678494891552,1.0,1.0,0.0
41-Rural: Fringe,0.0002433654373124826,0.0,0.010837438423645308,224.0,165.0,0.1238719911259163,0.0,0.0,0.0
42-Rural: Distant,0.00015061339481359655,-0.005911330049261076,0.005911330049261076,222.0,267.0,0.0,0.0,0.0,1.0
43-Rural: Remote,0.00011497204564222646,0.0,0.0019704433497536923,217.0,158.0,0.0,0.0,0.0,1.0
ARP ESSER III 21 NORM,0.002463721545611835,-0.002955665024630538,0.006896551724137922,49.0,146.0,0.0,0.0,1.0,1.0
Average Annual Pay,0.0022367143737090705,-0.0039408866995073845,-0.002955665024630538,30.0,51.0,-0.20528331708671607,0.0,0.0,1.0
Average Score Math All Grade 3 2018-2019,0.0021495842170926333,0.0039408866995073845,0.0019704433497536923,123.0,9.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 3 2020-2021,0.00724617449016083,-0.0039408866995073845,0.019704433497536922,1.0,7.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 3 2021-2022,0.0017937566295181406,-0.007881773399014769,0.005911330049261076,1.0,224.0,0.0,0.0,0.0,0.0
Average Score Math All Grade 4 2018-2019,0.0043651926407231945,-0.005911330049261076,0.0,1.0,45.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 4 2020-2021,0.008628587760022257,-0.013793103448275845,0.0019704433497536923,1.0,1.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 4 2021-2022,0.001694539963992825,-0.002955665024630538,0.0019704433497536923,182.0,239.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 5 2018-2019,0.0033709861909995056,-0.007881773399014769,0.015763546798029538,1.0,8.0,0.05160094127843094,0.0,0.0,0.0
Average Score Math All Grade 5 2020-2021,0.007028689252995662,-0.010837438423645308,0.015763546798029538,1.0,10.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 5 2021-2022,0.0027380924921082857,-0.008866995073891614,0.0019704433497536923,1.0,92.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 6 2018-2019,0.0022301117263656594,-0.0039408866995073845,0.014778325123152691,22.0,12.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 6 2020-2021,0.003101847169249681,0.0,0.008866995073891614,1.0,13.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 6 2021-2022,0.0028327568150618722,-0.006896551724137922,0.0049261083743842304,110.0,15.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 7 2018-2019,0.0024741465785040333,-0.0019704433497536923,0.0049261083743842304,1.0,3.0,0.0,0.0,0.0,0.0
Average Score Math All Grade 7 2020-2021,0.0023279389900763958,-0.010837438423645308,0.007881773399014769,160.0,6.0,-0.13813458271791068,0.0,0.0,0.0
Average Score Math All Grade 7 2021-2022,0.0029743331674333302,-0.0009852216748768461,0.0,115.0,208.0,0.0,1.0,0.0,0.0
Average Score Math All Grade 8 2018-2019,0.003214607400500213,-0.0049261083743842304,0.011822660098522153,13.0,35.0,0.0,1.0,0.0,0.0
Average Score Math All Grade 8 2020-2021,0.004658880936953079,-0.005911330049261076,0.002955665024630538,1.0,68.0,0.0,1.0,0.0,0.0
Average Score Math All Grade 8 2021-2022,0.0027529973782722495,-0.007881773399014769,0.0039408866995073845,92.0,112.0,0.0,0.0,0.0,0.0
Average Score Math Free Lunch Grade 3 2018-2019,0.002320262659146535,-0.007881773399014769,0.0019704433497536923,65.0,132.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 3 2020-2021,0.004515264587790348,-0.005911330049261076,0.0,1.0,125.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 3 2021-2022,0.002976408209257488,-0.008866995073891614,0.0009852216748768461,179.0,293.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 4 2018-2019,0.002689364538247476,-0.0009852216748768461,0.0039408866995073845,1.0,109.0,0.06480220489256372,1.0,0.0,0.0
Average Score Math Free Lunch Grade 4 2020-2021,0.007453192973358432,-0.008866995073891614,-0.0009852216748768461,1.0,130.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 4 2021-2022,0.002025834238159326,-0.010837438423645308,0.0,145.0,314.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 5 2018-2019,0.002921082650112733,-0.006896551724137922,-0.0039408866995073845,54.0,211.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 5 2020-2021,0.0031428903877414194,-0.005911330049261076,0.0039408866995073845,1.0,152.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 5 2021-2022,0.00427312733866125,-0.0019704433497536923,0.0,1.0,276.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 6 2018-2019,0.0024488568074409293,-0.0009852216748768461,0.0,15.0,300.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 6 2020-2021,0.002854006171322379,-0.008866995073891614,0.006896551724137922,1.0,36.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 6 2021-2022,0.0023593754182584417,-0.006896551724137922,0.0,126.0,321.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 7 2018-2019,0.0023695808739413347,-0.009852216748768461,0.005911330049261076,139.0,37.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 7 2020-2021,0.0024419195419789178,-0.008866995073891614,0.0039408866995073845,144.0,274.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 7 2021-2022,0.0021889125952056676,0.0,0.006896551724137922,166.0,117.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 8 2018-2019,0.0025929400810946785,-0.0009852216748768461,0.0019704433497536923,175.0,53.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 8 2020-2021,0.0037586226439957574,-0.012807881773399,0.0019704433497536923,47.0,56.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 8 2021-2022,0.002043969278101778,0.0009852216748768461,0.010837438423645308,184.0,120.0,0.0,1.0,0.0,0.0
Average Score Math Hispanic Grade 3 2018-2019,0.0013223532888527291,-0.002955665024630538,0.0049261083743842304,189.0,232.0,0.0,1.0,0.0,0.0
Average Score Math Hispanic Grade 3 2020-2021,0.0022513239136615418,0.0,-0.0009852216748768461,128.0,289.0,0.0,0.0,0.0,0.0
Average Score Math Hispanic Grade 3 2021-2022,0.0013122408211266273,-0.0019704433497536923,0.0009852216748768461,164.0,258.0,0.0,0.0,0.0,0.0
Average Score Math Hispanic Grade 4 2018-2019,0.0016629661486870615,0.0009852216748768461,0.005911330049261076,35.0,283.0,0.0,0.0,1.0,0.0
Average Score Math Hispanic Grade 4 2020-2021,0.0030283646673860487,-0.006896551724137922,-0.0019704433497536923,162.0,97.0,0.0,0.0,0.0,0.0
Average Score Math Hispanic Grade 4 2021-2022,0.0022339217143915683,0.0,0.0049261083743842304,180.0,272.0,0.0,0.0,0.0,0.0
Average Score Math Hispanic Grade 5 2018-2019,0.0024176101575095945,-0.006896551724137922,0.0049261083743842304,187.0,184.0,0.0,1.0,0.0,0.0
Average Score Math Hispanic Grade 5 2020-2021,0.002015248036956436,-0.015763546798029538,0.002955665024630538,50.0,95.0,-0.02828861628728928,0.0,1.0,0.0
Average Score Math Hispanic Grade 5 2021-2022,0.00264281565937318,-0.0049261083743842304,-0.006896551724137922,1.0,52.0,0.0,0.0,0.0,0.0
Average Score Math Hispanic Grade 6 2018-2019,0.002291785902823012,-0.012807881773399,0.0049261083743842304,186.0,327.0,0.0,0.0,0.0,0.0
Average Score Math Hispanic Grade 6 2020-2021,0.002583657898070621,-0.002955665024630538,0.0,118.0,168.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 6 2021-2022,0.0020157937761474624,-0.0039408866995073845,-0.0009852216748768461,209.0,231.0,0.0,0.0,1.0,0.0
Average Score Math Hispanic Grade 7 2018-2019,0.0024963406948419805,-0.009852216748768461,-0.0049261083743842304,199.0,198.0,0.0,0.0,1.0,0.0
Average Score Math Hispanic Grade 7 2020-2021,0.0021091654717837814,0.0039408866995073845,0.006896551724137922,190.0,40.0,0.0,0.0,1.0,0.0
Average Score Math Hispanic Grade 7 2021-2022,0.0015068633306073817,0.0,0.0009852216748768461,147.0,213.0,0.0,0.0,0.0,0.0
Average Score Math Hispanic Grade 8 2018-2019,0.0017606185363316827,-0.0019704433497536923,0.012807881773399,157.0,245.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 8 2020-2021,0.002517619125574266,0.0009852216748768461,0.0009852216748768461,2.0,32.0,0.0,0.0,1.0,0.0
Average Score Math Hispanic Grade 8 2021-2022,0.0011832791405610738,0.0,0.009852216748768461,181.0,111.0,0.0,0.0,0.0,0.0
Average Score Math Poverty Grade 3 2018-2019,0.002485307530102346,-0.0009852216748768461,0.0019704433497536923,119.0,210.0,-0.02897190977815858,1.0,0.0,0.0
Average Score Math Poverty Grade 3 2020-2021,0.007038129166982891,-0.013793103448275845,0.0019704433497536923,1.0,218.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 3 2021-2022,0.0025322470503345612,-0.0039408866995073845,0.0,78.0,188.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 4 2018-2019,0.0035468503794956114,-0.0039408866995073845,0.0009852216748768461,1.0,255.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 4 2020-2021,0.005969604481900104,-0.015763546798029538,-0.0019704433497536923,1.0,203.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 4 2021-2022,0.0030349508381889516,-0.0019704433497536923,0.0,72.0,129.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 5 2018-2019,0.0029684259452104635,-0.0019704433497536923,0.0039408866995073845,1.0,145.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 5 2020-2021,0.007112961576415941,-0.005911330049261076,0.0019704433497536923,1.0,265.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 5 2021-2022,0.005430081736349691,-0.012807881773399,0.0039408866995073845,1.0,311.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 6 2018-2019,0.0033309238671674467,-0.0019704433497536923,-0.0009852216748768461,1.0,114.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 6 2020-2021,0.0026096436491225786,-0.0049261083743842304,0.0019704433497536923,1.0,138.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 6 2021-2022,0.0015971427987894117,-0.002955665024630538,0.002955665024630538,143.0,147.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 7 2018-2019,0.003570247578494973,-0.0039408866995073845,0.0049261083743842304,5.0,137.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 7 2020-2021,0.0033042594566811035,-0.005911330049261076,0.0,155.0,73.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 7 2021-2022,0.002287092056155025,-0.011822660098522153,0.0049261083743842304,18.0,148.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 8 2018-2019,0.0030329999704263085,0.0049261083743842304,0.002955665024630538,1.0,91.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 8 2020-2021,0.0031407421446838944,0.005911330049261076,0.0039408866995073845,1.0,150.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 8 2021-2022,0.0016765273721526825,-0.0009852216748768461,0.007881773399014769,56.0,244.0,0.0,1.0,0.0,0.0
Average Score Math T1 Grade 3 2018-2019,0.0030574531836670828,0.0049261083743842304,0.0,131.0,251.0,0.0,0.0,1.0,0.0
Average Score Math T1 Grade 3 2020-2021,0.007019725637213783,-0.005911330049261076,0.0,1.0,191.0,0.0,1.0,1.0,0.0
Average Score Math T1 Grade 3 2021-2022,0.0026718948869783685,-0.014778325123152691,0.0009852216748768461,1.0,223.0,0.0,1.0,0.0,0.0
Average Score Math T1 Grade 4 2018-2019,0.002768415608361954,-0.006896551724137922,0.0019704433497536923,1.0,254.0,0.0,1.0,1.0,0.0
Average Score Math T1 Grade 4 2020-2021,0.006457388278246962,-0.010837438423645308,0.0,1.0,256.0,0.0,1.0,1.0,0.0
Average Score Math T1 Grade 4 2021-2022,0.0022748542519782904,-0.006896551724137922,0.011822660098522153,57.0,170.0,0.0,1.0,1.0,0.0
Average Score Math T1 Grade 5 2018-2019,0.0029697090461414527,-0.007881773399014769,-0.0009852216748768461,77.0,206.0,0.0,1.0,1.0,0.0
