feature,Feature Importance - Random Forest,Permutation Importance - Random Forest,Permutation Importance - Ridge,RFE - Random Forest,RFE - Ridge,Regularization - Lasso,SFS - KNN,SFS - Ridge,Variance Threshold
% Male Pop 10,0.0014806961692077443,0.0009852216748768461,2.2204460492503132e-17,267.0,213.0,0.0,0.0,0.0,0.0
% On Campus 01/29/21,0.02384828786050048,0.0049261083743842304,0.007881773399014835,1.0,144.0,0.08183322056887864,0.0,0.0,0.0
% On Campus 09/28/20,0.017009235433067142,-0.0019704433497536923,0.005911330049261143,1.0,66.0,0.0,0.0,0.0,0.0
% On Campus 10/30/20,0.021186330543686863,-0.002955665024630538,0.011822660098522264,1.0,7.0,0.26703762625021726,1.0,1.0,0.0
% Prek 2018-2019,0.002318323332909004,-0.0009852216748768461,0.0,80.0,127.0,0.0,0.0,0.0,0.0
% Prek 2020-2021,0.0025591131490309066,0.0,-0.0009852216748768238,111.0,82.0,0.0,0.0,0.0,0.0
% Prek 2021-2022,0.0020263431039344217,0.002955665024630538,0.003940886699507451,254.0,177.0,0.0,0.0,1.0,0.0
% School-wide Title I 2018-2019,0.0009523140952306327,-0.0009852216748768461,0.03743842364532026,269.0,59.0,-0.1380671403892245,0.0,0.0,0.0
% School-wide Title I 2020-2021,0.0009029374761950769,0.0049261083743842304,0.011822660098522264,280.0,194.0,0.0,0.0,0.0,0.0
% School-wide Title I 2021-2022,0.00041134558068919565,0.0,0.003940886699507451,282.0,80.0,0.0,0.0,0.0,0.0
% Students Tested Math - Grade 3 2018-2019,0.0017959182226090912,-0.0039408866995073845,0.014778325123152802,163.0,202.0,0.0,0.0,0.0,0.0
% Students Tested Math - Grade 3 2020-2021,0.0053229291338733635,0.0,-0.002955665024630538,1.0,123.0,0.06863525422793568,0.0,0.0,0.0
% Students Tested Math - Grade 3 2021-2022,0.0036816007871925517,-0.0019704433497536923,0.002955665024630605,47.0,272.0,0.0,0.0,0.0,0.0
% Students Tested Math - Grade 4 2018-2019,0.002867001772566777,-0.0019704433497536923,0.008866995073891725,38.0,146.0,0.0,0.0,0.0,0.0
% Students Tested Math - Grade 4 2020-2021,0.008309983369641262,-0.0009852216748768461,0.003940886699507451,36.0,227.0,0.0,0.0,0.0,0.0
% Students Tested Math - Grade 4 2021-2022,0.002393800472979316,0.0009852216748768461,0.0019704433497537586,117.0,188.0,0.0,0.0,0.0,0.0
% Students Tested Math - Grade 5 2018-2019,0.0029209701730898594,0.002955665024630538,0.005911330049261187,161.0,94.0,-0.15443897115779306,0.0,0.0,0.0
% Students Tested Math - Grade 5 2020-2021,0.006138903810107749,0.002955665024630538,0.02266009852216757,1.0,25.0,0.26800861886908994,0.0,0.0,0.0
% Students Tested Math - Grade 5 2021-2022,0.001268693693878028,0.0009852216748768461,-0.0009852216748768461,123.0,215.0,0.0,0.0,1.0,0.0
% Students Tested Math - Grade 6 2018-2019,0.00227869024404407,0.0,0.008866995073891704,186.0,282.0,-0.04257546251917404,0.0,1.0,0.0
% Students Tested Math - Grade 6 2020-2021,0.005012340722216303,0.002955665024630538,0.0009852216748769348,19.0,49.0,0.04093154181198198,0.0,0.0,0.0
% Students Tested Math - Grade 6 2021-2022,0.0030033883683001604,0.006896551724137922,0.023645320197044416,35.0,24.0,-0.3136645420013566,0.0,0.0,0.0
% Students Tested Math - Grade 7 2018-2019,0.0018686628177605933,0.0009852216748768461,0.00788177339901488,230.0,192.0,0.0,0.0,0.0,0.0
% Students Tested Math - Grade 7 2020-2021,0.0038266485529737664,0.0019704433497536923,0.0019704433497537586,1.0,193.0,0.0,0.0,1.0,0.0
% Students Tested Math - Grade 7 2021-2022,0.0023061428355157514,0.0019704433497536923,0.0,89.0,291.0,-0.022548284610915185,0.0,0.0,0.0
% Students Tested Math - Grade 8 2018-2019,0.0022352487488292933,-0.0019704433497536923,0.006896551724138012,137.0,222.0,0.0,0.0,0.0,0.0
% Students Tested Math - Grade 8 2020-2021,0.0028951667065563284,0.0019704433497536923,0.0009852216748768682,24.0,289.0,0.029268216714606828,0.0,0.0,0.0
% Students Tested Math - Grade 8 2021-2022,0.0019500783607510031,0.0,0.00985221674876855,97.0,226.0,0.0,0.0,0.0,0.0
% Title I Eligible School 2018-2019,0.0013140443240572562,0.002955665024630538,0.005911330049261166,273.0,92.0,0.0,0.0,0.0,0.0
% Title I Eligible School 2020-2021,0.0004132298800415829,0.0,0.002955665024630627,279.0,167.0,0.0,0.0,0.0,0.0
% Title I Eligible School 2021-2022,0.0007744898163328813,0.0,-0.0049261083743842304,281.0,58.0,0.0,0.0,0.0,0.0
% White Pop 10,0.0015188294804778482,0.0009852216748768461,2.2204460492503132e-17,245.0,293.0,0.0,0.0,0.0,0.0
% White Students 2018-2019,0.011038506423523019,0.0,4.4408920985006264e-17,1.0,200.0,0.0,0.0,0.0,0.0
% White Students 2020-2021,0.006296448985952234,-0.0009852216748768461,0.0009852216748768906,1.0,241.0,0.0,0.0,0.0,0.0
% White Students 2021-2022,0.016396382912749165,0.0049261083743842304,0.007881773399014858,1.0,97.0,0.0,0.0,0.0,0.0
% of Population Under 18 in Poverty,0.0029745278162637695,0.002955665024630538,0.0009852216748768906,102.0,170.0,0.0,0.0,1.0,1.0
% of Population in Poverty,0.002353488913140381,-0.0009852216748768461,0.0019704433497537365,114.0,264.0,0.0,0.0,0.0,1.0
11-City: Large,0.0,0.0,0.0,291.0,310.0,-0.025795490293359397,1.0,0.0,0.0
12-City: Mid-size,0.00012072652452044071,0.0,0.009852216748768572,290.0,323.0,0.0,1.0,1.0,0.0
13-City: Small,0.0,0.0,0.006896551724138033,293.0,270.0,0.020193324577848306,1.0,1.0,0.0
21-Suburb: Large,0.0,0.0,0.010837438423645419,294.0,229.0,0.0,1.0,1.0,0.0
22-Suburb: Mid-size,3.872609500885404e-05,0.0,0.002955665024630583,284.0,273.0,0.05683955414493446,1.0,1.0,0.0
23-Suburb: Small,1.290012463348263e-05,0.0,0.0,292.0,271.0,0.0091626111590007,1.0,1.0,0.0
31-Town: Fringe,0.000502819480221415,0.0,-0.005911330049261076,286.0,243.0,-0.03361378933644331,1.0,1.0,0.0
32-Town: Distant,0.00017125872404205725,0.0009852216748768461,0.005911330049261187,283.0,234.0,0.0,0.0,1.0,0.0
33-Town: Remote,9.082687910076628e-05,0.0,-0.0049261083743842304,287.0,311.0,0.030823236121678907,0.0,0.0,0.0
41-Rural: Fringe,0.00027265817132507154,0.0,0.003940886699507429,285.0,304.0,0.0,0.0,0.0,0.0
42-Rural: Distant,0.0004861472499743998,0.006896551724137922,0.0275862068965518,289.0,119.0,-0.13444456995943385,0.0,1.0,1.0
43-Rural: Remote,0.00032058772907135667,0.0,0.003940886699507473,288.0,120.0,0.0,1.0,0.0,1.0
ARP ESSER III 21 NORM,0.001400287234967252,0.0009852216748768461,0.004926108374384297,218.0,74.0,0.0,0.0,0.0,1.0
Average Annual Pay,0.00204442385893052,0.0,0.015763546798029625,82.0,152.0,-0.06679725825509523,0.0,0.0,1.0
Average Score Math All Grade 3 2018-2019,0.0031743485804367005,0.0049261083743842304,0.012807881773399088,1.0,1.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 3 2020-2021,0.009246306239134024,-0.0019704433497536923,0.01280788177339911,1.0,1.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 3 2021-2022,0.0025036523918304876,0.0019704433497536923,-0.0009852216748768461,60.0,184.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 4 2018-2019,0.004511073402673946,0.0049261083743842304,0.01280788177339911,1.0,1.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 4 2020-2021,0.009239353712185249,0.0039408866995073845,0.01576354679802965,1.0,1.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 4 2021-2022,0.002856110177062893,-0.002955665024630538,2.2204460492503132e-17,54.0,196.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 5 2018-2019,0.0031032536074038185,0.0049261083743842304,0.018719211822660186,1.0,1.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 5 2020-2021,0.005720941341839559,0.007881773399014769,0.0275862068965518,1.0,1.0,-0.0014590825262544487,0.0,1.0,0.0
Average Score Math All Grade 5 2021-2022,0.004894773838146783,0.006896551724137922,0.006896551724138033,1.0,4.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 6 2018-2019,0.0024315482489753754,0.0,0.013793103448275956,12.0,1.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 6 2020-2021,0.005017652453589403,0.0,0.012807881773399088,1.0,1.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 6 2021-2022,0.002718068628747415,0.0,6.661338147750939e-17,87.0,16.0,-0.1323193543666897,0.0,0.0,0.0
Average Score Math All Grade 7 2018-2019,0.0022754866682780633,0.0019704433497536923,0.01773399014778334,94.0,1.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 7 2020-2021,0.005954121696750076,-0.0009852216748768461,0.004926108374384275,27.0,1.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 7 2021-2022,0.004233236694490242,0.005911330049261076,0.008866995073891725,1.0,2.0,0.0,0.0,1.0,0.0
Average Score Math All Grade 8 2018-2019,0.003094108894519088,0.0019704433497536923,0.03546798029556657,1.0,1.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 8 2020-2021,0.011137406314631343,-0.0009852216748768461,0.011822660098522241,1.0,1.0,0.0,1.0,1.0,0.0
Average Score Math All Grade 8 2021-2022,0.0023630908120028347,-0.0049261083743842304,0.004926108374384319,202.0,225.0,0.0,0.0,1.0,0.0
Average Score Math Free Lunch Grade 3 2018-2019,0.0023590785449093933,0.0009852216748768461,0.002955665024630605,29.0,50.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 3 2020-2021,0.007341652173042152,0.0039408866995073845,0.0019704433497537365,1.0,140.0,-0.010917941262218693,1.0,1.0,0.0
Average Score Math Free Lunch Grade 3 2021-2022,0.002576737986995875,0.0,0.004926108374384319,65.0,250.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 4 2018-2019,0.003089678397394743,0.0049261083743842304,0.005911330049261143,1.0,53.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 4 2020-2021,0.006918131873985336,-0.0019704433497536923,0.002955665024630605,1.0,27.0,-0.15050046527037436,1.0,1.0,0.0
Average Score Math Free Lunch Grade 4 2021-2022,0.002718251838870328,0.0,0.010837438423645396,107.0,159.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 5 2018-2019,0.0032788704307692455,-0.0009852216748768461,0.0019704433497537365,1.0,206.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 5 2020-2021,0.0024261592516309776,0.009852216748768461,0.0019704433497537144,58.0,157.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 5 2021-2022,0.0040379247341737244,-0.0009852216748768461,0.0,1.0,263.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 6 2018-2019,0.002580744216325333,0.0039408866995073845,0.002955665024630605,83.0,134.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 6 2020-2021,0.006263028788451843,-0.008866995073891614,0.0009852216748768682,5.0,316.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 6 2021-2022,0.0022967607939863546,0.002955665024630538,0.003940886699507429,175.0,116.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 7 2018-2019,0.0033445599254074087,-0.0049261083743842304,2.2204460492503132e-17,28.0,83.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 7 2020-2021,0.0028285644067429843,0.0049261083743842304,0.002955665024630605,148.0,21.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 7 2021-2022,0.0035546017369329787,0.0049261083743842304,0.0009852216748768682,32.0,179.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 8 2018-2019,0.0021747804516957774,0.0019704433497536923,-0.002955665024630538,73.0,106.0,0.0,1.0,1.0,0.0
Average Score Math Free Lunch Grade 8 2020-2021,0.006919753225697454,0.0049261083743842304,0.003940886699507451,1.0,68.0,0.0,1.0,0.0,0.0
Average Score Math Free Lunch Grade 8 2021-2022,0.0022246962149035927,-0.0019704433497536923,0.004926108374384297,74.0,315.0,0.0,1.0,0.0,0.0
Average Score Math Hispanic Grade 3 2018-2019,0.001853552463793828,-0.0049261083743842304,2.2204460492503132e-17,188.0,321.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 3 2020-2021,0.004349171388130113,0.0,0.005911330049261187,76.0,303.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 3 2021-2022,0.0026800968097847244,0.009852216748768461,0.0,37.0,307.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 4 2018-2019,0.004020067639856722,0.0,-0.0009852216748768461,64.0,232.0,0.0,0.0,1.0,0.0
Average Score Math Hispanic Grade 4 2020-2021,0.002921595344618208,0.0009852216748768461,0.01773399014778332,41.0,95.0,0.003987131053017829,1.0,1.0,0.0
Average Score Math Hispanic Grade 4 2021-2022,0.0019635582448820714,-0.002955665024630538,0.002955665024630605,200.0,261.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 5 2018-2019,0.003204559387338787,-0.0039408866995073845,-0.00197044334975367,99.0,294.0,0.0,0.0,1.0,0.0
Average Score Math Hispanic Grade 5 2020-2021,0.0018945886724910201,-0.0039408866995073845,-0.0019704433497536923,209.0,218.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 5 2021-2022,0.00199523759176917,0.002955665024630538,-0.0009852216748768238,166.0,322.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 6 2018-2019,0.0017582901763891318,0.005911330049261076,0.0009852216748768682,172.0,278.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 6 2020-2021,0.0021562668926890325,0.0019704433497536923,0.010837438423645396,104.0,223.0,0.0,1.0,0.0,0.0
Average Score Math Hispanic Grade 6 2021-2022,0.0015199819844456206,0.002955665024630538,0.003940886699507473,257.0,221.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 7 2018-2019,0.0014162607271703475,0.002955665024630538,0.005911330049261166,240.0,290.0,0.0,1.0,0.0,0.0
Average Score Math Hispanic Grade 7 2020-2021,0.0015961146409731064,0.002955665024630538,0.0009852216748769127,213.0,52.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 7 2021-2022,0.0025171944874578444,-0.0009852216748768461,0.005911330049261166,227.0,255.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 8 2018-2019,0.002063241988453438,0.0,0.003940886699507451,156.0,163.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 8 2020-2021,0.002904547883834344,0.0039408866995073845,0.002955665024630605,39.0,320.0,0.0,1.0,1.0,0.0
Average Score Math Hispanic Grade 8 2021-2022,0.0011909551941510967,0.0,0.010837438423645396,264.0,160.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 3 2018-2019,0.003463962333124757,0.011822660098522153,2.2204460492503132e-17,70.0,57.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 3 2020-2021,0.008864825066191625,0.0,0.005911330049261166,1.0,32.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 3 2021-2022,0.002555587665934163,0.002955665024630538,0.008866995073891704,155.0,56.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 4 2018-2019,0.005296584368229298,0.0019704433497536923,0.005911330049261166,1.0,19.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 4 2020-2021,0.006117127981119453,-0.010837438423645308,0.003940886699507451,1.0,156.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 4 2021-2022,0.0029605639808019334,-0.002955665024630538,0.005911330049261143,75.0,48.0,-0.13922878181429638,1.0,1.0,0.0
Average Score Math Poverty Grade 5 2018-2019,0.003750658983277239,-0.007881773399014769,0.007881773399014858,6.0,79.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 5 2020-2021,0.004270083677249974,0.0019704433497536923,0.0019704433497537586,1.0,70.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 5 2021-2022,0.002408761947215035,0.0019704433497536923,-0.00197044334975367,2.0,262.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 6 2018-2019,0.0028628509734795076,-0.0039408866995073845,0.0,48.0,257.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 6 2020-2021,0.006132965651268302,-0.0019704433497536923,-0.002955665024630516,1.0,109.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 6 2021-2022,0.0014340151864723064,0.0,2.2204460492503132e-17,135.0,233.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 7 2018-2019,0.0024764607473149137,-0.0039408866995073845,4.4408920985006264e-17,1.0,42.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 7 2020-2021,0.002094453019067001,-0.0019704433497536923,0.0009852216748768906,68.0,73.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 7 2021-2022,0.0040496345527173926,0.0,0.009852216748768572,1.0,12.0,-0.027392414428262724,1.0,1.0,0.0
Average Score Math Poverty Grade 8 2018-2019,0.003724974252693747,0.0039408866995073845,0.0019704433497537365,1.0,248.0,0.0,1.0,1.0,0.0
Average Score Math Poverty Grade 8 2020-2021,0.005963171876584378,0.0019704433497536923,0.005911330049261143,1.0,67.0,0.0,1.0,0.0,0.0
Average Score Math Poverty Grade 8 2021-2022,0.002416175671535079,-0.002955665024630538,2.2204460492503132e-17,128.0,176.0,0.0,1.0,1.0,0.0
Average Score Math T1 Grade 3 2018-2019,0.003887877925803941,0.008866995073891614,0.0009852216748768682,23.0,318.0,0.0,0.0,1.0,0.0
Average Score Math T1 Grade 3 2020-2021,0.013761081040817335,0.005911330049261076,0.002955665024630605,1.0,100.0,0.0,0.0,1.0,0.0
Average Score Math T1 Grade 3 2021-2022,0.0029079988936923894,0.0009852216748768461,-0.0009852216748768238,8.0,103.0,0.0,0.0,1.0,0.0
Average Score Math T1 Grade 4 2018-2019,0.004962139389248141,-0.0019704433497536923,-0.0009852216748768238,1.0,65.0,0.0337228892097208,0.0,1.0,0.0
Average Score Math T1 Grade 4 2020-2021,0.009655876166594411,0.0039408866995073845,0.002955665024630605,1.0,64.0,-0.012154020705630129,0.0,1.0,0.0
Average Score Math T1 Grade 4 2021-2022,0.003667718603130971,0.0019704433497536923,-0.003940886699507362,30.0,77.0,0.0,0.0,1.0,0.0
Average Score Math T1 Grade 5 2018-2019,0.0024041275193550714,0.002955665024630538,-0.0009852216748768461,22.0,295.0,0.0,0.0,0.0,0.0
Average Score Math T1 Grade 5 2020-2021,0.005588769292984314,-0.006896551724137922,0.0019704433497537365,16.0,228.0,-0.01200807207207954,0.0,1.0,0.0
Average Score Math T1 Grade 5 2021-2022,0.004612908817827515,-0.0039408866995073845,0.002955665024630583,31.0,236.0,0.0,0.0,0.0,0.0
