feature,Lasso,Lasso,Lasso,Ridge,Ridge,Ridge,ElasticNet,ElasticNet,ElasticNet
% Age 5-9 Pop 10,0.0,0.0,0.0,-0.011383840907586177,0.02622105273773131,-0.0018194104732364414,0.0,0.0,0.0
% Age 55-64 Pop 10,0.0,0.0,0.0,0.03391524737823521,-0.04132249230351306,-0.013174224955026353,0.0,0.0,0.0
% Age 65-74 Pop 10,0.0,0.0,0.0,0.05338899746656894,-0.10214120986950305,0.1061524368730882,0.0,0.0,0.0
% Age 75-84 Pop 10,0.0,0.0,0.0,-0.09799156782557382,0.21917349551364237,-0.10734331147304654,0.0,0.0,0.0
% Age 85-Up Pop 10,0.0,0.0,0.0,-0.16613012894898682,-0.02329260201712143,0.0843791902412523,-0.006140500585809835,0.0,0.0
% Asian Pop 10,0.0,0.0,0.0,-0.10713991365089573,0.13991485997476477,-0.020349630057694672,0.0,0.041739722300421375,0.0
% Asian or Asian/Pacific Islander Students 2018-2019,0.0,0.07789251908666378,-0.1285769257630645,0.013236578081255517,0.1733382485808709,-0.17588919609092749,0.0,0.11342348581352389,-0.19772040838484353
% Asian or Asian/Pacific Islander Students 2020-2021,0.0,0.0,0.0,-0.03195294888534686,0.034524086201313586,-0.03730286788972764,0.0,0.0,0.0
% Asian or Asian/Pacific Islander Students 2021-2022,0.0,0.0,0.0,-0.023282799754419038,-0.05457613564030259,0.006824031526441831,0.0,0.0,0.0
% Black Pop 10,0.0,0.0,0.0,-0.015122370136050622,0.019573371462849033,0.029443417954670415,0.0,0.0,0.0
% Black or African American Students 2018-2019,0.0,0.06735999220963464,0.0,-0.06849814559557249,0.07198250672979387,-0.053976529865498085,0.0,0.07057223292341733,-0.02774705366923497
% Black or African American Students 2020-2021,0.0,0.0,0.0,0.03780646319900921,-0.012191925425346804,-0.07653965508919662,0.0,0.0,-0.05531254221998062
% Black or African American Students 2021-2022,0.0,0.0,-0.08830731780149868,0.0453637134402206,-0.017461220670150636,-0.06875478658894248,0.0,0.0,-0.07856515240554476
% County Deaths 01/29/2022,0.0,0.0,0.0,-0.06620834557748213,0.007829719739081916,-0.012612819704606907,-0.06748635979146445,0.0,0.0
% County Deaths 01/29/21,0.0,0.0,0.0,-0.035953520526882006,-0.012009574770381835,-0.014659314034701273,0.0,0.0,0.0
% County Deaths 07/28/2021,0.0,0.0,0.0,-0.14024307407708086,0.13750696840836754,-0.030736696651711016,-0.01757106578722804,0.012357883634539137,0.0
% County Deaths 07/29/2022,0.0,0.01636570024063789,0.0,-0.01838487706029183,0.013323719678341298,-0.03737133716080826,0.0,0.0,0.0
% County Deaths 09/28/20,0.0,0.0,0.0,-0.11875406157003328,0.07209269607691023,-0.028320471777289167,-0.00827597637542079,0.0,0.0
% County Deaths 10/30/20,0.0,0.0,0.0,-0.02490466130950708,0.07058343119640123,-0.06376300814403031,-0.021835805800969204,0.07369749314747957,0.0
% County Deaths 10/30/2022,0.0,0.0,0.0,-0.04428529199449415,-0.07159836052792361,0.05884943555139282,-0.04644388620840818,0.0,0.0
% County Infected 01/29/2022,0.0,0.0,0.0,0.08677216954023897,-0.0273491523682427,-0.013160443520130944,0.0,0.0,0.0
% County Infected 01/29/21,0.0,0.0,0.0,0.0902818966432434,-0.0932452402803246,0.053005387656190985,0.0,0.0,0.0
% County Infected 07/28/2021,0.0,-0.19456961392248753,0.0,0.22026020953587538,-0.2747721602433791,0.12209568444968874,0.08961423128253149,-0.22439856781868392,0.035916272835955595
% County Infected 07/29/2022,0.0,0.11237650434444456,-0.009095713581498953,-0.0994606829902961,0.21156229635022064,-0.16161297185700843,0.0,0.17337200087235025,-0.08736255212549156
% County Infected 09/28/20,0.0,0.0,0.0,0.015495499037143081,0.024560832667505347,-0.06711822316814774,0.0,0.0,0.0
% County Infected 10/30/20,0.0,-0.004891063984133799,0.0,0.01131904827570545,-0.1332660734105598,0.1381277908484368,0.0,-0.06844078200467206,0.011783055234775708
% County Infected 10/30/2022,0.0,0.0,0.0,-0.105593296014328,0.10762642787182741,-0.07535232945516436,0.0,0.008804470801703716,0.0
% Female Pop 10,0.0,0.0,0.0,0.026584744962768275,-0.043022559661331145,0.0653944125326342,0.0,0.0,0.016467117385362877
% Free or Reduced Lunch 2018-2019,0.02448018499782031,0.0,0.0,0.09605065740595418,-0.1578695319788938,0.04891698512412172,0.0822768527917653,0.0,0.0
% Free or Reduced Lunch 2020-2021,0.0,0.0,0.0,0.09890533740101994,0.03741912786991717,-0.08639289357280285,0.06956486949362291,0.0,0.0
% Free or Reduced Lunch 2021-2022,0.0,0.0,0.0,-0.05354832780405479,0.21210645566867142,-0.1043336804189466,0.0,0.0,0.0
% Grades 1-8 2018-2019,0.0,0.0,0.0019479773439247537,0.10229104625728497,-0.11748452223135232,0.07953038002494764,0.0,-0.05726658972614071,0.017097918950898412
% Grades 1-8 2020-2021,0.0,0.0,0.0,-0.044051400357257534,-0.018876370176690693,0.10029065345907034,0.0,0.0,0.03008535163673938
% Grades 1-8 2021-2022,0.0,0.0,0.0,-0.12813879180572704,0.05081942078130358,-0.004392121218802057,0.0,0.0,0.0
% Grades 9-12 2018-2019,0.0,0.05527970856363317,0.0,-0.12359857758212744,0.13255381838554858,-0.018385433540925065,-0.054698449427215905,0.04044054694183901,0.0
% Grades 9-12 2020-2021,0.0,0.0,0.0,0.021548264766803184,0.014019026336521441,-0.008125503910436753,0.0,0.0,0.0
% Grades 9-12 2021-2022,0.0,0.0,0.0,0.07213579870646637,-0.11037508345409733,0.08703584844491631,0.0,0.0,0.0
% HH 1 Female 10,0.0,0.0,0.0,-0.01885004323394924,-0.14896033403802553,0.10986620744414072,0.0,0.0,0.0
% HH 1 Male 10,0.0,0.0,0.0,-0.10930197617243324,0.20742856908610185,-0.0278453057953242,0.0,0.03011772610609145,0.0
% HH Female-Child 10,0.0,0.0,0.0,0.062473163520177635,-0.16150532466135686,0.06785297833283467,0.0,0.0,0.0
% HH Male-Child 10,0.0,0.04333545385657167,0.0,-0.16579198423902175,0.17032601981845363,-0.032271303232662155,0.0,0.09286227281277006,0.0
% HH Married-Child 10,0.0,0.0,0.0,-0.07111753366868921,-0.03131220906001411,0.07421430812609162,0.0,0.0,0.0
% HH Married-noChild 10,0.0,0.0,0.0,-0.01292006295646847,0.008926482738445617,-0.025712106771297122,0.0,0.0,0.0
% Hispanic Pop 10,0.0,0.0,0.0,-0.03230643823739933,0.23803756055340558,-0.16279001064461324,0.0,0.0013314488704870917,-0.026675740235221134
% Hispanic Students 2018-2019,0.16031513291967925,-0.06287930453241164,0.0,0.15180235345162002,-0.28494179827614424,0.09312313305149834,0.1868087006689758,-0.10622940384184294,0.0
% Hispanic Students 2020-2021,0.0,0.0,0.0,0.10561290673070471,-0.08720226391575453,0.0362493765362815,0.06177288681867787,0.0,0.0
% Hispanic Students 2021-2022,0.0,0.0,0.0,0.05004846869377309,-0.003701350138573934,0.05353662569705919,0.0,0.0,0.0
% Housing Owner Occup 10,0.0,0.0,0.0,0.007468906878184112,-0.0064246069213000434,0.07087382807180119,0.0,0.0,0.013137353776609862
% Housing Renter Occup 10,0.0,0.0,-0.046384234353441064,-0.08988537293530405,0.12733383766413214,-0.13583048142998908,0.0,0.0,-0.05080642366066904
% Housing Vacant 10,0.0,0.0,0.0,0.08638935979221053,-0.1261186290170551,0.07696353784253956,0.0,0.0,0.0
% K 2018-2019,0.0,0.0,0.0,0.13186107695198218,-0.039248113162854724,-0.02301188429552048,0.021787610398021448,0.0,0.0
% K 2020-2021,0.0,0.0,0.0,-0.1087022513964261,-0.04384382178447903,0.03942138577286706,-0.09485650469745097,0.0,0.0
% K 2021-2022,0.0,0.0,0.0,0.0161066115640015,0.1233130601355572,-0.1492932708604458,0.0,0.0,-0.030555766769136055
% Male Pop 10,0.0,0.0,0.0,-0.026584744962773094,0.04302255966133241,-0.06539441253263704,0.0,0.0,-0.016467117385362474
% On Campus 01/29/21,-0.3090448916458121,0.08183322056887864,0.12344036641160291,-0.3179608677196754,0.2315304758142099,0.14924800822070727,-0.298798849059186,0.1260845597539354,0.21562883324412963
% On Campus 09/28/20,-0.2079999344035408,0.0,0.4073773060872691,-0.24537331472895516,0.008746366020726827,0.3417921688412826,-0.20517285186120632,0.0,0.4648185342404243
% On Campus 10/30/20,-0.38410419048646754,0.26703762625021726,0.0,-0.3902161166731588,0.46083934501115476,0.052956495259787045,-0.41431816632615837,0.3163938979540594,0.0031132191675588517
% Prek 2018-2019,0.0,0.0,0.0,0.024474435474017505,-0.055423691235231595,-0.07232449180459427,0.0,0.0,0.0
% Prek 2020-2021,0.0,0.0,0.0,0.07678336894883984,0.021695697296442867,-0.16248506390956835,0.05899729118610381,0.0,-0.056744577055231386
% Prek 2021-2022,0.0,0.0,0.0,0.0438455876725335,0.07873325731287269,-0.09041534611657828,0.0,0.0,0.0
% School-wide Title I 2018-2019,0.0,-0.1380671403892245,0.12472718661743339,0.07490895006519184,-0.2817865683087465,0.2517380535881698,0.0,-0.19732204568117487,0.1709503389410822
% School-wide Title I 2020-2021,0.0,0.0,0.0,-0.0578977806717741,-0.07878538780158306,0.09455979085241616,0.0,0.0,0.0
% School-wide Title I 2021-2022,0.0,0.0,0.0,-0.09457135231492014,0.10836696252301818,-0.052848707274458756,0.0,0.0,0.0
% Students Tested Math - Grade 3 2018-2019,0.0,0.0,0.0,0.11104171925336959,-0.07831924794615631,0.021402281128728485,0.018088298097624137,-0.0022205132840680936,0.0
% Students Tested Math - Grade 3 2020-2021,0.0,0.06863525422793568,0.0,-0.06422464139826563,0.28512522626224834,-0.13472195744038526,0.0,0.1441027410226947,0.0
% Students Tested Math - Grade 3 2021-2022,0.0,0.0,0.0,0.020611774542305332,-0.031248882098406754,0.05670280829238714,0.0,0.0,0.0
% Students Tested Math - Grade 4 2018-2019,0.017179658154493755,0.0,0.0,0.204228156343651,-0.05250203611868682,-0.08191480733398496,0.13039131982754157,0.0,-0.02674492492972049
% Students Tested Math - Grade 4 2020-2021,0.0,0.0,0.0,0.03657502893095568,-0.061707281443049544,0.10049151588036793,0.0,0.0,0.0
% Students Tested Math - Grade 4 2021-2022,0.0,0.0,0.0,-0.1334273509219393,-0.05887628577322253,0.10451483727825106,0.0,-0.003899394077465579,0.022185891976921987
% Students Tested Math - Grade 5 2018-2019,0.0,-0.15443897115779306,0.028096033082237598,0.016517759139438665,-0.24527813893101783,0.22018851950244353,0.0,-0.2048304136539897,0.09940914466996523
% Students Tested Math - Grade 5 2020-2021,0.0,0.26800861886908994,0.0,-0.16473272225510543,0.3542194125162874,-0.24557732923239234,-0.06414351512773747,0.2976434783200145,0.0
% Students Tested Math - Grade 5 2021-2022,0.0,0.0,0.0,0.17205068774010868,-0.018919443549552405,-0.07919443697141859,0.09088114421761964,0.0,-0.023212762915493165
% Students Tested Math - Grade 6 2018-2019,0.0,-0.04257546251917404,0.012502769943130832,0.12204603758049684,-0.08370515570169974,0.0259707798831248,0.04499864921672885,-0.060452670231535645,0.013289721876758444
% Students Tested Math - Grade 6 2020-2021,-0.1249156716647845,0.04093154181198198,0.0,-0.3313169323655888,0.24650594264432102,0.09684077087197465,-0.1653465684104307,0.1064207033450515,0.06410913452894274
% Students Tested Math - Grade 6 2021-2022,0.0,-0.3136645420013566,0.0681284777385927,0.14763246218133425,-0.47299892999646137,0.31710838768781363,0.0,-0.40797035252615776,0.16782270975275898
% Students Tested Math - Grade 7 2018-2019,0.0,0.0,0.0,0.14234480189290116,-0.08950127725839606,-0.11893897909040849,0.05209969571143715,0.0,0.0
% Students Tested Math - Grade 7 2020-2021,-0.1010419274427867,0.0,0.08630916102491483,-0.2127891107990093,0.04355917951425275,0.12917502579928897,-0.15520245729392096,0.0,0.09354830902933368
% Students Tested Math - Grade 7 2021-2022,0.0,-0.022548284610915185,0.0,0.015602000016410511,0.008661866330736021,0.048592998013770504,0.0,-0.020156971178656148,0.0
% Students Tested Math - Grade 8 2018-2019,0.0,0.0,0.0,0.00945150902677528,-0.045337255780305286,0.13666233828447735,0.0,0.0,0.05198817898458325
% Students Tested Math - Grade 8 2020-2021,0.0,0.029268216714606828,0.0,-0.057797326590345484,0.004905013386291874,0.045478604512362714,-0.017607241922281563,0.03474132163738069,0.0
% Students Tested Math - Grade 8 2021-2022,0.0,0.0,0.0,-0.08016827644902211,0.14082444809975678,-0.1272636388983973,0.0,0.042030279861878614,0.0
% Title I Eligible School 2018-2019,0.0,0.0,0.0,-0.15231036397659048,0.02847688018507586,0.11752568349953155,0.0,0.0,0.0
% Title I Eligible School 2020-2021,0.0,0.0,0.0,0.11720061868636167,0.05156366383737914,-0.09088435078573928,0.0,0.0,0.0
% Title I Eligible School 2021-2022,0.0,0.0,0.0,0.18652832658677226,-0.02921789166669542,-0.11390366676629146,0.011708963301755226,0.0,0.0
% White Pop 10,0.0,0.0,0.0,0.07840364999750232,-0.011922440507124467,-0.047186283979977796,0.0,0.0,0.0
% White Students 2018-2019,0.0,0.0,0.0,-0.08496060857291639,0.14004433664125676,-0.03400857640703569,-0.0018367859915814405,0.0,0.0
% White Students 2020-2021,0.0,0.0,0.0,-0.0743534584115774,-0.023987824496690523,0.0158884048790318,0.0,0.0,0.0
% White Students 2021-2022,0.0,0.0,0.0,-0.014463446491542421,-0.1023823974421335,-0.001757705680436391,0.0,0.0,0.0
% of Population Under 18 in Poverty,0.0,0.0,0.0,-0.09672682471153628,-0.010662968579756576,0.042494247129176675,-0.045823337698029834,0.0,0.0
% of Population in Poverty,0.0,0.0,0.0,0.001669890470548806,-0.02566059601627672,0.03483705830162886,0.0,0.0,0.0
11-City: Large,0.0,-0.025795490293359397,0.0,-0.027223953549299337,0.013385716854649603,-0.02150293651496483,0.00575145058741076,-0.02872036113092269,0.0
12-City: Mid-size,0.0,0.0,0.0,-0.024016429021187936,0.057726532426087614,-0.02079047894810166,0.0,0.003167619342775975,0.0
13-City: Small,-0.003298365151742782,0.020193324577848306,0.0,-0.14250407431930467,0.09102415418138536,0.0014420599478701978,-0.04733044528476001,0.0465157809193,0.0
21-Suburb: Large,0.0,0.0,-0.05206326351957754,-0.09222508953125029,0.11768005560775308,-0.11629216264049722,0.0,0.02092738620397252,-0.10583894094394146
22-Suburb: Mid-size,0.0,0.05683955414493446,-0.014610312032188212,-0.08613365803462401,0.13970151242349296,-0.10826246999898428,-0.008489401733879985,0.08323022580042189,-0.047709005177502754
23-Suburb: Small,0.0,0.0091626111590007,0.0,-0.0907904596347694,0.057874146770159555,0.04710961706369575,-0.015432664547258723,0.033983861254982164,0.0
31-Town: Fringe,0.0,-0.03361378933644331,0.04578948415907881,-0.05763997122437207,-0.08976428564888801,0.14598248443285927,0.0,-0.07223610390503149,0.10647559799126728
32-Town: Distant,0.0,0.0,0.013884083152123838,0.05856923649377203,-0.025959080402244695,0.04659931232036217,0.0,-0.005534676132309277,0.06189998061296536
33-Town: Remote,0.0,0.030823236121678907,0.0,-0.0649441457096405,0.08404834877375546,-0.04629569904208268,-0.0019874975901264668,0.0562943291100857,0.0
41-Rural: Fringe,0.0,0.0,0.0,-0.1015314704126899,0.07593189565336514,0.0012785835362360133,-0.0035165133241443695,0.01004665646404469,0.0
42-Rural: Distant,0.0,-0.13444456995943385,0.027338205013871773,0.18712691512646323,-0.18586207680354871,0.08764830609119434,0.08881158177531992,-0.16801297936709272,0.0760341577380343
43-Rural: Remote,0.0,0.0,0.0,0.07634747467946196,-0.04661864277003259,-0.04499176707394731,0.0,0.0,0.0
ARP ESSER III 21 NORM,0.0,0.0,0.0,-0.0011990108228727963,0.1379062810741869,-0.0825553990568263,0.0,0.01352436379808268,0.0
Average Annual Pay,0.0014404931316883349,-0.06679725825509523,0.0,0.1647718077523313,-0.3039671716516427,0.13615149348167122,0.06801688277760072,-0.12870386487032245,0.0
Average Score Math All Grade 3 2018-2019,0.184198985095635,0.0,-0.3916789862844121,0.38683505083775227,0.015474811701214678,-0.4090865409964538,0.3569369070669797,0.0,-0.3596159972628861
Average Score Math All Grade 3 2020-2021,-1.0757735997402964,0.0,1.3726812936120842,-0.6067174116029854,-0.21490277736515356,0.8421818739059106,-0.9002222160927019,0.0,1.158637918584639
Average Score Math All Grade 3 2021-2022,0.0,0.0,0.0,-0.07762225335717964,0.016631773522814232,0.07772087207398999,-0.009117113946150375,0.0,0.0
Average Score Math All Grade 4 2018-2019,0.5911402703833112,0.0,-0.8275444771492845,0.5518920741720291,0.033731642692999136,-0.6173005581671408,0.5350619745933027,0.0,-0.7426413490823471
Average Score Math All Grade 4 2020-2021,-1.06405404553095,0.0,0.8322660020292724,-0.6713568246707866,-0.03359099016641289,0.6757903700507821,-0.967964697779181,0.0,0.799724492607588
Average Score Math All Grade 4 2021-2022,0.0,0.0,0.0,-0.14333657926178664,0.031109136009295952,0.07674321541913473,0.0,0.0,0.0
Average Score Math All Grade 5 2018-2019,0.5579996652969749,0.0,-0.780251129284719,0.5598539155146284,0.09649558000773073,-0.6921426299567399,0.5904847555042084,0.0,-0.7710121869194918
Average Score Math All Grade 5 2020-2021,-0.253898688609413,-0.0014590825262544487,0.7661478970379823,-0.42982550218734944,-0.35614534875315895,0.6939983096819916,-0.4077433555410053,-0.10910519748270561,0.7672576068895789
Average Score Math All Grade 5 2021-2022,0.0,0.0,0.08703106525261103,-0.16963385671215403,-0.22733570894552987,0.38388656770092744,0.0,-0.08297336995702469,0.37769736892031686
Average Score Math All Grade 6 2018-2019,0.0,0.0,-0.08982985290952512,0.232830372350915,0.22256467263284668,-0.4420149433092202,0.14364906640533545,0.012922342299425247,-0.30049555513203813
Average Score Math All Grade 6 2020-2021,-0.14504154197446095,0.0,0.5740815413387862,-0.3778685029168465,-0.22187665066778034,0.6425801314037606,-0.34350559375124184,-0.016687669070091775,0.6611448088838905
Average Score Math All Grade 6 2021-2022,0.0,-0.1323193543666897,0.027054409574716547,-0.051012083594475975,-0.3108373287056022,0.389056451711231,0.0,-0.19948175298826434,0.2663844431211178
Average Score Math All Grade 7 2018-2019,0.0,0.0,-0.32299947315321426,0.2403875222532761,0.18332126668880655,-0.4835716404006508,0.004493089088159105,0.0,-0.4373517900333068
Average Score Math All Grade 7 2020-2021,0.0,0.0,0.054218520946735745,-0.2965795850482088,0.17414049173031648,0.287450167153492,-0.10794642168903952,0.0,0.3124648277768805
Average Score Math All Grade 7 2021-2022,0.0,0.0,0.2736608115390869,-0.1533124449865981,-0.11603793907115276,0.45843189842022214,0.0,-0.02896194077130586,0.4930680613873043
Average Score Math All Grade 8 2018-2019,0.15206071422949807,0.0,-0.32544162433174745,0.48303838237689856,0.07004841778996793,-0.620758278418449,0.3774455608430851,0.0,-0.503116348109675
Average Score Math All Grade 8 2020-2021,-0.39774223229915373,0.0,0.5750331386308173,-0.4755096440847161,-0.010764744451859912,0.5891497309322244,-0.5254497720336541,0.0,0.7915460143665018
Average Score Math All Grade 8 2021-2022,0.0,0.0,0.0,-0.07520167978878321,-0.08652796404750795,0.11989241411571501,0.0,0.0,0.0
Average Score Math Free Lunch Grade 3 2018-2019,0.0,0.0,0.0,-0.14523177545886223,-0.05972902585289618,0.14481749934150948,-0.04257141850315908,0.0,0.0
Average Score Math Free Lunch Grade 3 2020-2021,0.0,-0.010917941262218693,0.060586053227421444,-0.10757081858432295,-0.14934754581760684,0.19326968486265292,-0.03502963465681075,-0.05575395399906359,0.13368220646069634
Average Score Math Free Lunch Grade 3 2021-2022,-0.09936047231208212,0.0,0.0,-0.1328051833761348,0.14020235073845114,-0.021715068650219924,-0.11367470829348526,0.0,0.0
Average Score Math Free Lunch Grade 4 2018-2019,0.0,0.0,0.0,0.06127308272699351,0.11742756790349754,-0.11869282832724393,0.0,0.03915911086357938,0.0
Average Score Math Free Lunch Grade 4 2020-2021,0.0,-0.15050046527037436,0.05940230420374367,0.02121373172546373,-0.39559924223277326,0.37480041784556795,0.0,-0.33823331723438105,0.2744994815685958
Average Score Math Free Lunch Grade 4 2021-2022,0.0,0.0,0.0,0.10775299845908223,-0.07623880035529443,0.05958167535066154,0.0,0.0,0.0
Average Score Math Free Lunch Grade 5 2018-2019,0.0,0.0,-0.084068965288384,-0.007441468239687808,0.16049974447346876,-0.17240304996000624,0.0,0.08707944492878758,-0.15897364866126493
Average Score Math Free Lunch Grade 5 2020-2021,0.0,0.0,0.0,-0.09401549318105376,0.09246192833036794,0.03657858269134158,0.0,0.0,0.0
Average Score Math Free Lunch Grade 5 2021-2022,0.0,0.0,0.0,0.03496864259809885,-0.015426620551561552,-0.012090069952471002,0.0,0.0,0.0
Average Score Math Free Lunch Grade 6 2018-2019,0.0,0.0,0.0,-0.06734246147902297,0.11465545251197748,-0.09140167572727834,0.0,0.0,0.0
Average Score Math Free Lunch Grade 6 2020-2021,0.0,0.0,0.0,-0.050099188718996567,0.03089302208843929,0.005552303496518387,0.0,0.0,0.0
Average Score Math Free Lunch Grade 6 2021-2022,0.0,0.0,0.0,-0.11494784104527916,-0.04004251018224636,0.04857383735001344,0.0,0.0,0.0
Average Score Math Free Lunch Grade 7 2018-2019,0.0,0.0,0.0,0.06673685781438214,-0.026574899127462772,-0.03152988369757026,0.0,0.0,0.0
Average Score Math Free Lunch Grade 7 2020-2021,0.0,0.0,0.0,-0.012599414025054713,0.14075234188049268,0.0019425699627994774,0.0,0.0,0.0
Average Score Math Free Lunch Grade 7 2021-2022,0.0,0.0,0.0,-0.051157533622083556,0.005890819252928579,0.06863408595003725,0.0,0.0,0.0
Average Score Math Free Lunch Grade 8 2018-2019,0.0,0.0,0.0,0.19205412381484097,-0.07744378668873626,-0.1027003974301599,0.0,0.0,0.0
Average Score Math Free Lunch Grade 8 2020-2021,0.0,0.0,0.0,0.08493379227713033,-0.3000596443223632,0.14039553627362705,0.0,-0.062024270482016176,0.0
Average Score Math Free Lunch Grade 8 2021-2022,0.0,0.0,0.0,0.012174165508527367,0.07039556219740772,-0.06273939892587964,0.0,0.025979868762051977,0.0
Average Score Math Hispanic Grade 3 2018-2019,0.0,0.0,0.0,-0.0017233506578486467,-0.044538777278964554,0.06502891808928359,0.0,-0.029767062740269145,0.02861626939689579
Average Score Math Hispanic Grade 3 2020-2021,0.0,0.0,0.0,-0.03878660848044212,-0.04612319188348108,0.1026644554099539,0.0,0.0,0.01835234121731946
Average Score Math Hispanic Grade 3 2021-2022,0.0,0.0,0.0,0.003975043202986295,0.003945821033358632,0.016739566143035574,0.0,0.0,0.0
Average Score Math Hispanic Grade 4 2018-2019,0.0,0.0,0.0,0.06866395302396593,0.013487305054851599,-0.01607575845241642,0.0,0.0,0.0
Average Score Math Hispanic Grade 4 2020-2021,0.0,0.003987131053017829,0.0,-0.15145019744241575,0.14618202747744583,-0.0377801281390478,-0.08733003481327316,0.06244578569085059,0.0
Average Score Math Hispanic Grade 4 2021-2022,0.0,0.0,0.0,-0.00046114953205847106,0.0210368408573999,-0.02323658670265349,0.0,0.0,0.0
Average Score Math Hispanic Grade 5 2018-2019,0.0,0.0,0.0,0.011217804836111935,-0.05633227361140698,0.0336081434757868,0.0,0.0,0.0
Average Score Math Hispanic Grade 5 2020-2021,0.0,0.0,0.0,-0.029530656580047065,-0.05586146952906147,0.03709032952435417,0.0,0.0,0.0
Average Score Math Hispanic Grade 5 2021-2022,0.0,0.0,0.0,0.01951528099970366,-0.06350692624678794,0.060077222016678325,0.0,0.0,0.0
Average Score Math Hispanic Grade 6 2018-2019,0.0,0.0,0.0,0.015373308664729664,-0.05038699787167116,0.010471557505588997,0.0,0.0,0.0
Average Score Math Hispanic Grade 6 2020-2021,0.0,0.0,0.0,-0.13505915440618718,0.09371749782095472,-0.018202342437603106,0.0,0.0,0.0
Average Score Math Hispanic Grade 6 2021-2022,0.0,0.0,0.0,0.011039976553120284,-0.07893188888891965,0.08006031672350337,0.0,-0.008447337900494584,0.0
Average Score Math Hispanic Grade 7 2018-2019,0.0,0.0,0.0,-0.03762898008949259,0.10898511953915915,-0.04307272321010341,0.0,0.0,0.0
Average Score Math Hispanic Grade 7 2020-2021,0.0,0.0,0.0,0.06693026238453063,-0.15170666421465528,0.0968349960831471,0.0,0.0,0.0
Average Score Math Hispanic Grade 7 2021-2022,0.0,0.0,0.0,0.0748375920849444,-0.09216743385610822,0.08809279452539236,0.0,0.0,0.0
Average Score Math Hispanic Grade 8 2018-2019,0.0,0.0,0.0,-0.009760984792352073,-0.15619624558671596,0.06810193750779026,0.0,-0.045371493759368255,0.009700376254220716
Average Score Math Hispanic Grade 8 2020-2021,0.0,0.0,0.0,-0.07235997677478863,0.02685385680466024,0.03534795185858796,0.0,0.0,0.0
Average Score Math Hispanic Grade 8 2021-2022,0.0,0.0,0.0,-0.0635646841885078,0.09865317340709132,-0.125671394515791,0.0,0.0,0.0
Average Score Math Poverty Grade 3 2018-2019,0.0,0.0,0.0,0.02892718034578725,0.059759072196471884,-0.1223423260297505,0.0,0.0,0.0
Average Score Math Poverty Grade 3 2020-2021,0.0,0.0,0.0,-0.12599452923332585,-0.03377670408196809,0.1415814271360512,0.0,0.0,0.023711371386358482
Average Score Math Poverty Grade 3 2021-2022,0.0,0.0,0.0,0.05194566881830036,-0.23961311128258722,0.11020085785517772,0.0,-0.06840021816647159,0.0
Average Score Math Poverty Grade 4 2018-2019,0.07510786441612455,0.0,0.0,0.249119188987111,-0.04606802824128135,-0.1180706702976741,0.2759927835832734,0.0,0.0
Average Score Math Poverty Grade 4 2020-2021,0.0,0.0,0.0,-0.07060835724567001,0.17334234876980767,-0.10515825470235697,0.0,0.0,0.0
Average Score Math Poverty Grade 4 2021-2022,0.0,-0.13922878181429638,0.0,0.012719398414951058,-0.25287366819829094,0.1783869842302462,0.0,-0.2032755907190957,0.04986234531845593
